Implementation smell,Namespace,Class,File,Method,Description
Long Statement,EventFlow.Aspnetcore.MetadataProviders,AddUserHostAddressMetadataProvider,C:\repos\rasmus_EventFlow\Source\EventFlow.AspNetCore\MetadataProviders\AddUserHostAddressMetadataProvider.cs,ProvideMetadata,The length of the statement  "            yield return new KeyValuePair<string' string>("remote_ip_address"' _httpContextAccessor.HttpContext.Connection.RemoteIpAddress?.ToString()); " is 140.
Long Statement,EventFlow.AspNetCore.MetadataProviders,AddUriMetadataProvider,C:\repos\rasmus_EventFlow\Source\EventFlow.AspNetCore\MetadataProviders\AddUriMetadataProvider.cs,ProvideMetadata,The length of the statement  "			yield return new KeyValuePair<string' string>("request_proto"' _httpContextAccessor.HttpContext.Request.Protocol.ToUpperInvariant()); " is 133.
Long Statement,EventFlow.AspNetCore.MetadataProviders,AddUriMetadataProvider,C:\repos\rasmus_EventFlow\Source\EventFlow.AspNetCore\MetadataProviders\AddUriMetadataProvider.cs,ProvideMetadata,The length of the statement  "			yield return new KeyValuePair<string' string>("request_method"' _httpContextAccessor.HttpContext.Request.Method.ToUpperInvariant()); " is 132.
