Implementation smell,Namespace,Class,File,Method,Description
Magic Number,ProxyApi.Sample.Controllers,PersonController,C:\repos\stevegreatrex_ProxyApi\Samples\ProxyApi.Sample\Controllers\PersonController.cs,GetAllPeople,The following statement contains a magic number: var people = new List<Person>  			{  				new Person { Id = 1' FirstName = "John"' LastName = "Smith" }'  				new Person { Id = 2' FirstName = "James"' LastName = "Bond" }  			};
