Implementation smell,Namespace,Class,File,Method,Description
Complex Method,SampleAppendersApp.Appender,PatternFileAppender,C:\repos\SamiDidier_NClass\lib\log4net-1.2.13\examples\net\2.0\Appenders\SampleAppendersApp\cs\src\Appender\PatternFileAppender.cs,Append,Cyclomatic complexity of the method is 8
Long Statement,SampleAppendersApp.Appender,FastDbAppender,C:\repos\SamiDidier_NClass\lib\log4net-1.2.13\examples\net\2.0\Appenders\SampleAppendersApp\cs\src\Appender\FastDbAppender.cs,InitializeCommand,The length of the statement  "	command.CommandText = "INSERT INTO [LogTable] ([Time]'[Logger]'[Level]'[Thread]'[Message]) VALUES (@Time'@Logger'@Level'@Thread'@Message)"; " is 139.
Long Statement,SampleAppendersApp,LoggingExample,C:\repos\SamiDidier_NClass\lib\log4net-1.2.13\examples\net\2.0\Appenders\SampleAppendersApp\cs\src\LoggingExample.cs,Main,The length of the statement  "		FireEventAppender.Instance.MessageLoggedEvent += new MessageLoggedEventHandler (FireEventAppender_MessageLoggedEventHandler); " is 125.
Magic Number,SampleAppendersApp,LoggingExample,C:\repos\SamiDidier_NClass\lib\log4net-1.2.13\examples\net\2.0\Appenders\SampleAppendersApp\cs\src\LoggingExample.cs,Main,The following statement contains a magic number: log4net.ThreadContext.Properties ["session"] = 21;  
Magic Number,SampleAppendersApp,LoggingExample,C:\repos\SamiDidier_NClass\lib\log4net-1.2.13\examples\net\2.0\Appenders\SampleAppendersApp\cs\src\LoggingExample.cs,Main,The following statement contains a magic number: log.Warn (new MsgObj (42' "So long and thanks for all the fish"));  
