Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ControlFlowNode,5,1,0,5,1,19,2,0,0,1,3,6
ControlFlowNodeType,0,0,0,0,0,23,0,0,0,0,0,5
ControlFlowEdge,4,2,2,3,1,39,5,0,0,0.88,3,5
ControlFlowEdgeType,0,0,0,0,0,19,0,0,0,0,0,4
ControlFlowGraphBuilder,7,13,1,0,3,599,54,0,0,0.8,24,3
DefiniteAssignmentStatus,0,0,0,0,0,26,0,0,0,0,0,1
DefiniteAssignmentAnalysis,12,15,1,0,8,657,85,0,0,0.84,24,1
ReachabilityAnalysis,5,8,1,0,4,158,17,0,0,0.78,8,2
SemanticHighlightingVisitor,32,42,0,0,27,599,156,0,1,0.95,61,0
NullValueAnalysis,11,13,2,0,6,1844,61,0,0,0.83,23,0
NullValueStatus,0,0,0,0,0,46,0,0,0,0,0,3
NullValueStatusExtensions,0,1,0,0,1,7,1,0,0,0,1,0
LocalDeclarationSpace,1,7,3,0,6,111,13,0,0,0.43,2,1
LocalDeclarationSpaceVisitor,2,15,0,0,13,87,19,0,1,0.87,14,2
AstNode,11,61,21,1,47,930,144,33,2,0.95,13,258
AstNodeCollection,2,20,2,0,18,184,48,0,0,0.4,5,8
AstType,1,15,1,1,15,240,20,4,3,0,12,47
DocumentationReference,5,4,9,2,3,136,7,0,3,1,6,8
IdentifierExpressionBackreference,1,2,1,0,2,28,3,0,2,0,5,1
SyntaxExtensions,0,1,0,0,1,20,7,0,0,0,1,0
CompilationUnit,0,0,0,0,0,4,0,0,0,0,0,0
SyntaxTree,4,11,6,1,10,134,16,0,3,0.88,15,56
ComposedType,3,8,6,3,7,118,15,0,4,0,13,8
ArraySpecifier,0,7,4,0,6,65,7,0,3,0,4,8
CSharpModifierToken,2,6,3,0,5,190,63,0,1,0.33,5,8
CSharpTokenNode,2,6,4,1,5,85,7,1,3,1,7,13
CSharpUtil,0,8,0,0,6,129,28,0,0,0,13,12
DepthFirstAstVisitor,0,118,0,0,117,487,119,9,1,0,116,0
ErrorNode,1,6,3,0,5,48,6,0,3,0,5,1
AnonymousMethodExpression,4,7,7,2,6,90,9,0,1,0.93,7,18
AnonymousTypeCreateExpression,1,7,4,1,6,56,8,0,1,0,6,7
ArrayCreateExpression,3,4,5,3,3,61,4,0,1,0,5,14
ArrayInitializerExpression,1,8,4,1,7,140,8,0,1,0,4,14
AsExpression,1,15,3,1,14,122,15,0,1,0,13,21
AssignmentExpression,13,19,4,13,18,236,55,0,1,0,16,42
AssignmentOperatorType,0,0,0,0,0,27,0,0,0,0,0,21
BaseReferenceExpression,0,4,3,0,3,37,4,0,1,0,3,9
BinaryOperatorExpression,21,17,4,21,16,237,57,0,1,0,15,45
BinaryOperatorType,0,0,0,0,0,49,0,0,0,0,0,40
CastExpression,0,15,4,0,14,126,15,0,1,0,12,20
CheckedExpression,1,6,4,1,5,54,6,0,1,0,6,8
ConditionalExpression,5,15,5,5,14,140,15,0,1,0,14,18
DefaultValueExpression,1,6,4,1,5,54,6,0,1,0,6,8
FieldDirection,0,0,0,0,0,6,0,0,0,0,0,8
DirectionExpression,2,6,3,2,5,50,6,0,1,0,7,13
Expression,1,13,1,1,13,191,14,36,3,0,7,122
IdentifierExpression,0,7,3,0,6,55,7,0,4,0,6,68
IndexerExpression,0,7,4,0,6,61,9,0,4,0,5,22
InvocationExpression,0,7,4,0,6,61,9,0,4,0,5,57
IsExpression,1,15,3,1,14,122,15,0,4,0,13,19
LambdaExpression,4,4,6,3,3,64,4,0,4,1,5,28
MemberReferenceExpression,0,7,7,0,6,83,9,0,4,0,6,55
NamedArgumentExpression,0,6,4,0,5,61,6,0,4,0,4,12
NamedExpression,0,6,4,0,5,62,6,0,4,0,4,18
NullReferenceExpression,1,7,2,0,5,46,7,0,4,0.86,4,19
ObjectCreateExpression,2,7,6,2,6,76,9,0,4,0,8,27
ParenthesizedExpression,0,8,3,0,7,67,10,0,4,0,7,30
PointerReferenceExpression,1,4,5,1,3,58,4,0,4,0,4,11
PrimitiveExpression,5,10,5,1,7,121,11,0,4,0.78,5,43
QueryExpression,2,13,1,2,12,122,13,0,4,0,13,11
QueryClause,0,0,1,0,0,8,0,8,3,0,0,5
QueryContinuationClause,2,4,4,2,3,66,4,0,4,0,5,8
QueryFromClause,2,4,6,2,3,61,4,0,4,0,4,9
QueryLetClause,1,4,5,1,3,52,4,0,4,0,4,7
QueryWhereClause,1,4,2,1,3,34,4,0,4,0,4,8
QueryJoinClause,11,4,14,11,3,122,4,0,4,0,5,9
QueryOrderClause,2,4,2,2,3,32,4,0,4,0,5,7
QueryOrdering,2,4,4,2,3,44,4,0,3,0,4,8
QueryOrderingDirection,0,0,0,0,0,6,0,0,0,0,0,3
QuerySelectClause,1,4,2,1,3,34,4,0,4,0,4,9
QueryGroupClause,4,4,4,4,3,50,4,0,4,0,5,8
SizeOfExpression,1,6,4,1,5,54,6,0,4,0,6,6
StackAllocExpression,1,4,5,1,3,55,4,0,4,0,4,6
ThisReferenceExpression,0,4,3,0,3,37,4,0,4,0,3,17
TypeOfExpression,1,6,4,1,5,54,6,0,4,0,6,8
TypeReferenceExpression,0,6,1,0,5,39,6,0,4,0,5,8
UnaryOperatorExpression,10,8,3,9,7,112,32,0,4,0,6,34
UnaryOperatorType,0,0,0,0,0,29,0,0,0,0,0,28
UncheckedExpression,1,6,4,1,5,54,6,0,4,0,6,8
UndocumentedExpressionType,0,0,0,0,0,13,0,0,0,0,0,2
UndocumentedExpression,4,4,5,4,3,62,4,0,4,0,4,6
Attribute,0,5,6,0,4,62,5,0,3,0,4,18
AttributeSection,0,6,6,0,5,127,6,0,3,0,4,10
CommentType,0,0,0,0,0,23,0,0,0,0,0,13
Comment,5,6,7,0,5,86,6,0,3,0.87,5,21
Constraint,0,4,4,0,3,49,4,0,3,0,3,10
DelegateDeclaration,0,4,8,0,3,63,4,0,1,0,3,15
ExternAliasDeclaration,0,4,6,0,3,59,4,0,3,0,3,9
