Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ICSharpCode.NRefactory.GtkDemo,MainWindow,C:\repos\SamiDidier_NClass\lib\NRefactory\ICSharpCode.NRefactory.GtkDemo\MainWindow.cs,SelectionChanged,The length of the statement  "	this.textview1.Buffer.SelectRange (textIter' this.textview1.Buffer.GetIterAtLineOffset (node.EndLocation.Line - 1' node.EndLocation.Column - 1)); " is 145.
Long Statement,ICSharpCode.NRefactory.GtkDemo,MainWindow,C:\repos\SamiDidier_NClass\lib\NRefactory\ICSharpCode.NRefactory.GtkDemo\MainWindow.cs,AddChildren,The length of the statement  "		var childIter = store.AppendValues (iter' GetNodeTitle (child)' result != null ? result.ToString () : ""' child' GetIcon (child)); " is 130.
Magic Number,ICSharpCode.NRefactory.GtkDemo,MainWindow,C:\repos\SamiDidier_NClass\lib\NRefactory\ICSharpCode.NRefactory.GtkDemo\MainWindow.cs,MainWindow,The following statement contains a magic number: this.BorderWidth = 12;  
Magic Number,ICSharpCode.NRefactory.GtkDemo,MainWindow,C:\repos\SamiDidier_NClass\lib\NRefactory\ICSharpCode.NRefactory.GtkDemo\MainWindow.cs,MainWindow,The following statement contains a magic number: col.AddAttribute (pb' "pixbuf"' 3);  
