Architecture smell,Project,Namespace,Cause
Cyclic Dependency,UIAutomation40,UIAutomation.Commands,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UIAutomation.Commands' UIAutomation.Helpers.Commands
Cyclic Dependency,UIAutomation40,UIAutomation.Commands,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UIAutomation.Commands' UIAutomation
Cyclic Dependency,UIAutomation40,UIAutomation.Helpers.Commands,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UIAutomation.Helpers.Commands' UIAutomation
Unstable Dependency,UIAutomation40,UIAutomation.Commands,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): UIAutomation.Helpers.Commands
Unstable Dependency,UIAutomation40,UIAutomation,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): UIAutomation.Commands' UIAutomation.Helpers.Commands
God Component,UIAutomation40,UIAutomation.Commands,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 447
God Component,UIAutomation40,UIAutomation.Helpers.Commands,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 32
God Component,UIAutomation40,UIAutomation,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 245
Feature Concentration,UIAutomation40,UIAutomation.Commands,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddUiaBannerTextCommand]' [HideUiaBannerCommand]' [ShowUiaBannerCommand]' [StartUiaCachedModeCommand]' [StopUiaCachedModeCommand]' [ClearUiaControlTextCommand]' [GetUiaActiveWindowCommand]' [GetUiaFocusCommand]' [HideUiaCurrentHighlighterCommand]' [InvokeUiaControlClickCommand]' [InvokeUiaControlContextMenuCommand]' [InvokeUiaScriptCommand]' [MoveUiaCursorCommand]' [ScreenshotCmdletBase' SaveUiaScreenshotCommand' GetUiaScreenshotCommand]' [SetUiaControlKeysCommand]' [SetUiaControlTextCommand]' [SetUiaFocusCommand]' [ConvertFromUiaDataGridCommand]' [ConvertFromUiaListCommand]' [ConvertFromUiaTableCommand]' [ConvertToUiaHashtableCommand]' [ConvertToUiaSearchCriteriaCommand]' [GetUiaControlFromHandleCommand' GetUiaWindowFromHandleCommand]' [GetUiaControlFromPointCommand]' [GetUiaCurrentPatternCommand]' [GetUiaCurrentPatternFromPointCommand]' [GetUiaRegisteredEventCommand]' [RegisterUiaFocusChangedEventCommand]' [RegisterUiaInvokedEventCommand]' [RegisterUiaMenuClosedEventCommand]' [RegisterUiaMenuOpenedEventCommand]' [RegisterUiaPropertyChangedEventCommand' RegisterUiaGridRowCountChangedEventCommand' RegisterUiaGridColumnCountChangedEventCommand' RegisterUiaRangeValueChangedEventCommand' RegisterUiaTableRowCountChangedEventCommand' RegisterUiaTableColumnCountChangedEventCommand' RegisterUiaToggleStateChangedEventCommand' RegisterUiaValueChangedEventCommand]' [RegisterUiaStructureChangedEventCommand]' [RegisterUiaTextChangedEventCommand]' [RegisterUiaTextSelectionChangedEventCommand]' [RegisterUiaToolTipClosedEventCommand]' [RegisterUiaToolTipOpenedEventCommand]' [RegisterUiaUnexpectedWindowCommand' RegisterUiaWindowOpenedEventCommand]' [RegisterUiaWindowClosedEventCommand]' [UnregisterUiaEventCommand]' [HideUiaExecutionPlanCommand]' [ShowUiaExecutionPlanCommand]' [GetUiaControlCommand' GetUiaButtonCommand' GetUiaCalendarCommand' GetUiaCheckBoxCommand' GetUiaComboBoxCommand' GetUiaCustomCommand' GetUiaDataGridCommand' GetUiaDataItemCommand' GetUiaDocumentCommand' GetUiaEditCommand' GetUiaTextBoxCommand' GetUiaGroupCommand' GetUiaGroupBoxCommand' GetUiaHeaderCommand' GetUiaHeaderItemCommand' GetUiaHyperlinkCommand' GetUiaLinkLabelCommand' GetUiaImageCommand' GetUiaListCommand' GetUiaListItemCommand' GetUiaMenuCommand' GetUiaMenuBarCommand' GetUiaMenuItemCommand' GetUiaPaneCommand' GetUiaProgressBarCommand' GetUiaRadioButtonCommand' GetUiaScrollBarCommand' GetUiaSeparatorCommand' GetUiaSliderCommand' GetUiaSpinnerCommand' GetUiaSplitButtonCommand' GetUiaStatusBarCommand' GetUiaTabCommand' GetUiaTabItemCommand' GetUiaTableCommand' GetUiaTextCommand' GetUiaLabelCommand' GetUiaThumbCommand' GetUiaTitleBarCommand' GetUiaToolBarCommand' GetUiaToolTipCommand' GetUiaTreeCommand' GetUiaTreeItemCommand' GetUiaChildWindowCommand]' [GetUiaDesktopCommand]' [GetUiaWindowCommand' WaitUiaNoWindowCommand' WaitUiaWindowCommand]' [TestUiaControlStateCommand]' [InvokeUiaHotKeyCommand]' [ShowUiaContextMenuCommand]' [ShowUiaDesktopCommand]' [ShowUiaMetroCharmCommand]' [ShowUiaMetroMenuCommand]' [ShowUiaMetroStartScreenCommand]' [ShowUiaStartRunCommand]' [ShowUiaTaskManagerCommand]' [GetUiaSelectedItemCommand]' [InvokeUiaSelectionItemStateCommand' InvokeUiaCustomSelectionItemStateCommand' InvokeUiaDataItemSelectionItemStateCommand' InvokeUiaImageSelectionItemStateCommand' InvokeUiaListItemSelectionItemStateCommand' InvokeUiaMenuItemSelectionItemStateCommand' InvokeUiaRadioButtonSelectionItemStateCommand' InvokeUiaTabItemSelectionItemStateCommand' InvokeUiaTreeItemSelectionItemStateCommand]' [InvokeUiaSelectionPatternCommand' GetUiaCalendarSelectionCommand' GetUiaComboBoxSelectionCommand' GetUiaCustomSelectionCommand' GetUiaDataGridSelectionCommand' GetUiaListSelectionCommand' GetUiaSliderSelectionCommand' GetUiaSpinnerSelectionCommand' GetUiaTabSelectionCommand' GetUiaTreeSelectionCommand]' [InvokeUiaCollapsePatternCommand' InvokeUiaButtonCollapseCommand' InvokeUiaComboBoxCollapseCommand' InvokeUiaCustomCollapseCommand' InvokeUiaDataItemCollapseCommand' InvokeUiaGroupCollapseCommand' InvokeUiaGroupBoxCollapseCommand' InvokeUiaListItemCollapseCommand' InvokeUiaMenuBarCollapseCommand' InvokeUiaMenuItemCollapseCommand' InvokeUiaSplitButtonCollapseCommand' InvokeUiaToolBarCollapseCommand' InvokeUiaTreeItemCollapseCommand]' [InvokeUiaDockPatternGetCommand' GetUiaCustomDockPositionCommand' GetUiaMenuBarDockPositionCommand' GetUiaPaneDockPositionCommand' GetUiaToolBarDockPositionCommand' GetUiaWindowDockPositionCommand]' [InvokeUiaDockPatternSetCommand' SetUiaCustomDockPositionCommand' SetUiaMenuBarDockPositionCommand' SetUiaPaneDockPositionCommand' SetUiaToolBarDockPositionCommand' SetUiaWindowDockPositionCommand]' [InvokeUiaExpandPatternCommand' InvokeUiaButtonExpandCommand' InvokeUiaComboBoxExpandCommand' InvokeUiaCustomExpandCommand' InvokeUiaDataItemExpandCommand' InvokeUiaGroupExpandCommand' InvokeUiaGroupBoxExpandCommand' InvokeUiaListItemExpandCommand' InvokeUiaMenuBarExpandCommand' InvokeUiaMenuItemExpandCommand' InvokeUiaSplitButtonExpandCommand' InvokeUiaToolBarExpandCommand' InvokeUiaTreeItemExpandCommand]' [InvokeUiaInvokePatternCommand' InvokeUiaButtonClickCommand' InvokeUiaCustomClickCommand' InvokeUiaHeaderItemClickCommand' InvokeUiaHyperlinkClickCommand' InvokeUiaImageClickCommand' InvokeUiaListItemClickCommand' InvokeUiaMenuItemClickCommand' InvokeUiaSplitButtonClickCommand' InvokeUiaTabItemClickCommand' InvokeUiaTreeItemClickCommand' InvokeUiaLinkLabelClickCommand]' [InvokeUiaRangeValuePatternGetCommand' GetUiaCustomRangeValueCommand' GetUiaEditRangeValueCommand' GetUiaTextBoxRangeValueCommand' GetUiaProgressBarRangeValueCommand' GetUiaScrollBarRangeValueCommand' GetUiaSliderRangeValueCommand' GetUiaSpinnerRangeValueCommand' GetUiaTextRangeValueCommand]' [InvokeUiaRangeValuePatternSetCommand' SetUiaCustomRangeValueCommand' SetUiaEditRangeValueCommand' SetUiaTextBoxRangeValueCommand' SetUiaProgressBarRangeValueCommand' SetUiaScrollBarRangeValueCommand' SetUiaSliderRangeValueCommand' SetUiaSpinnerRangeValueCommand' SetUiaTextRangeValueCommand]' [InvokeUiaScrollItemPatternCommand' InvokeUiaCustomScrollItemCommand' InvokeUiaDataItemScrollItemCommand' InvokeUiaListItemScrollItemCommand' InvokeUiaTreeItemScrollItemCommand]' [InvokeUiaScrollPatternCommand]' [InvokeUiaSelectionItemPatternCommand' InvokeUiaCustomSelectItemCommand' InvokeUiaDataItemSelectItemCommand' InvokeUiaImageSelectItemCommand' InvokeUiaListItemSelectItemCommand' InvokeUiaMenuItemSelectItemCommand' InvokeUiaRadioButtonSelectItemCommand' InvokeUiaTabItemSelectItemCommand' InvokeUiaTreeItemSelectItemCommand]' [InvokeUiaTextPatternGetCommand' GetUiaCustomRangeTextCommand' GetUiaDocumentRangeTextCommand' GetUiaEditRangeTextCommand' GetUiaTextRangeTextCommand' GetUiaToolTipRangeTextCommand]' [InvokeUiaTextPatternSetCommand' SetUiaDocumentRangeTextCommand' SetUiaEditRangeTextCommand' SetUiaTextRangeTextCommand' SetUiaToolTipRangeTextCommand]' [InvokeUiaTogglePatternCommand' InvokeUiaButtonToggleCommand' InvokeUiaCheckBoxToggleCommand' InvokeUiaCustomToggleCommand' InvokeUiaDataItemToggleCommand' InvokeUiaListItemToggleCommand' InvokeUiaMenuItemToggleCommand' InvokeUiaRadioButtonToggleCommand]' [InvokeUiaToggleStateGetCommand' GetUiaButtonToggleStateCommand' GetUiaCheckBoxToggleStateCommand' GetUiaCustomToggleStateCommand' GetUiaDataItemToggleStateCommand' GetUiaListItemToggleStateCommand' GetUiaMenuItemToggleStateCommand' GetUiaRadioButtonToggleStateCommand]' [InvokeUiaToggleStateSetCommand' SetUiaButtonToggleStateCommand' SetUiaCheckBoxToggleStateCommand' SetUiaCustomToggleStateCommand' SetUiaDataItemToggleStateCommand' SetUiaListItemToggleStateCommand' SetUiaMenuItemToggleStateCommand' SetUiaRadioButtonToggleStateCommand]' [InvokeUiaTransformPatternMoveCommand' InvokeUiaCustomTransformMoveCommand' InvokeUiaHeaderTransformMoveCommand' InvokeUiaHeaderItemTransformMoveCommand' InvokeUiaMenuBarTransformMoveCommand' InvokeUiaPaneTransformMoveCommand' InvokeUiaThumbTransformMoveCommand' InvokeUiaToolBarTransformMoveCommand' InvokeUiaWindowTransformMoveCommand' InvokeUiaChildWindowTransformMoveCommand]' [InvokeUiaTransformPatternResizeCommand' InvokeUiaCustomTransformResizeCommand' InvokeUiaHeaderTransformResizeCommand' InvokeUiaHeaderItemTransformResizeCommand' InvokeUiaMenuBarTransformResizeCommand' InvokeUiaPaneTransformResizeCommand' InvokeUiaThumbTransformResizeCommand' InvokeUiaToolBarTransformResizeCommand' InvokeUiaWindowTransformResizeCommand' InvokeUiaChildWindowTransformResizeCommand]' [InvokeUiaTransformPatternRotateCommand' InvokeUiaCustomTransformRotateCommand' InvokeUiaHeaderTransformRotateCommand' InvokeUiaHeaderItemTransformRotateCommand' InvokeUiaMenuBarTransformRotateCommand' InvokeUiaPaneTransformRotateCommand' InvokeUiaThumbTransformRotateCommand' InvokeUiaToolBarTransformRotateCommand' InvokeUiaWindowTransformRotateCommand' InvokeUiaChildWindowTransformRotateCommand]' [InvokeUiaValuePatternGetCommand' GetUiaCalendarValueCommand' GetUiaComboBoxTextCommand' GetUiaCustomTextCommand' GetUiaDataItemTextCommand' GetUiaEditTextCommand' GetUiaTextBoxTextCommand' GetUiaHyperlinkTextCommand' GetUiaLinkLabelTextCommand' GetUiaListItemTextCommand' GetUiaProgressBarValueCommand' GetUiaSliderValueCommand' GetUiaSpinnerValueCommand' GetUiaTextTextCommand' GetUiaLabelTextCommand]' [InvokeUiaValuePatternSetCommand' SetUiaCalendarValueCommand' SetUiaComboBoxTextCommand' SetUiaCustomTextCommand' SetUiaDataItemTextCommand' SetUiaEditTextCommand' SetUiaTextBoxTextCommand' SetUiaHyperlinkTextCommand' SetUiaLinkLabelTextCommand' SetUiaListItemTextCommand' SetUiaProgressBarValueCommand' SetUiaSliderValueCommand' SetUiaSpinnerValueCommand' SetUiaTextTextCommand' SetUiaLabelTextCommand]' [InvokeUiaWindowPatternCommand' InvokeUiaCustomWindowStateCommand' InvokeUiaPaneWindowStateCommand' InvokeUiaToolTipWindowStateCommand' InvokeUiaWindowWindowStateCommand' InvokeUiaChildWindowWindowStateCommand]' [GetUiaTestProfileCommand]' [NewUiaTestProfileCommand]' [SetUiaCurrentTestProfileCommand]' [ConnectUiaRemoteDesktopSessionCommand]' [DisconnectUiaRemoteDesktopSessionCommand]' [NewUiaRemoteDesktopProtocolFileCommand]' [StartUiaRemoteDesktopSessionCommand]' [StopUiaRemoteDesktopSessionCommand]' [GetUiaControlAncestorsCommand]' [GetUiaControlChildrenCommand]' [GetUiaControlDescendantsCommand]' [GetUiaControlFirstChildCommand]' [GetUiaControlLastChildCommand]' [GetUiaControlNextSiblingCommand]' [GetUiaControlParentCommand]' [GetUiaControlPreviousSiblingCommand]' [SetUiaHighligherSettingsCommand]' [SetUiaLoggingSettingsCommand]' [SetUiaModuleSettingsCommand]' [SetUiaOnErrorActionSettingsCommand]' [SetUiaOnSleepActionSettingsCommand]' [SetUiaOnSuccessActionSettingsCommand]' [SetUiaScreenshotSettingsCommand]' [ShowUiaCurrentDataCommand]' [ShowUiaModuleSettingsCommand]' [GetUiaShTreeItemCommand]' [InvokeUiaShTreeItemClickCommand]' [RecorderForm]' [RecorderFrom]' [StartUiaTranscriptCommand' StartUiaRecorderCommand]' [StopUiaTranscriptCommand' StopUiaRecorderCommand]' [Window1]' [GetUiaIfUltraGridRowCommand]' [GetUiaIfUltraGridSelectionCommand]' [InvokeUiaIfUltraGridSelectItemByNameCommand]' [WaitUiaControlIsEnabledCommand' WaitUiaButtonIsEnabledCommand' WaitUiaCalendarIsEnabledCommand' WaitUiaCheckBoxIsEnabledCommand' WaitUiaComboBoxIsEnabledCommand' WaitUiaCustomIsEnabledCommand' WaitUiaDataGridIsEnabledCommand' WaitUiaDataItemIsEnabledCommand' WaitUiaDocumentIsEnabledCommand' WaitUiaEditIsEnabledCommand' WaitUiaTextBoxIsEnabledCommand' WaitUiaGroupIsEnabledCommand' WaitUiaGroupBoxIsEnabledCommand' WaitUiaHeaderIsEnabledCommand' WaitUiaHeaderItemIsEnabledCommand' WaitUiaHyperlinkIsEnabledCommand' WaitUiaLinkLabelIsEnabledCommand' WaitUiaImageIsEnabledCommand' WaitUiaListIsEnabledCommand' WaitUiaListItemIsEnabledCommand' WaitUiaMenuIsEnabledCommand' WaitUiaMenuBarIsEnabledCommand' WaitUiaMenuItemIsEnabledCommand' WaitUiaPaneIsEnabledCommand' WaitUiaProgressBarIsEnabledCommand' WaitUiaRadioButtonIsEnabledCommand' WaitUiaScrollBarIsEnabledCommand' WaitUiaSeparatorIsEnabledCommand' WaitUiaSliderIsEnabledCommand' WaitUiaSpinnerIsEnabledCommand' WaitUiaSplitButtonIsEnabledCommand' WaitUiaStatusBarIsEnabledCommand' WaitUiaTabIsEnabledCommand' WaitUiaTabItemIsEnabledCommand' WaitUiaTableIsEnabledCommand' WaitUiaTextIsEnabledCommand' WaitUiaLabelIsEnabledCommand' WaitUiaThumbIsEnabledCommand' WaitUiaTitleBarIsEnabledCommand' WaitUiaToolBarIsEnabledCommand' WaitUiaToolTipIsEnabledCommand' WaitUiaTreeIsEnabledCommand' WaitUiaTreeItemIsEnabledCommand' WaitUiaChildWindowIsEnabledCommand]' [WaitUiaControlIsVisibleCommand' WaitUiaButtonIsVisibleCommand' WaitUiaCalendarIsVisibleCommand' WaitUiaCheckBoxIsVisibleCommand' WaitUiaComboBoxIsVisibleCommand' WaitUiaCustomIsVisibleCommand' WaitUiaDataGridIsVisibleCommand' WaitUiaDataItemIsVisibleCommand' WaitUiaDocumentIsVisibleCommand' WaitUiaEditIsVisibleCommand' WaitUiaTextBoxIsVisibleCommand' WaitUiaGroupIsVisibleCommand' WaitUiaGroupBoxIsVisibleCommand' WaitUiaHeaderIsVisibleCommand' WaitUiaHeaderItemIsVisibleCommand' WaitUiaHyperlinkIsVisibleCommand' WaitUiaLinkLabelIsVisibleCommand' WaitUiaImageIsVisibleCommand' WaitUiaListIsVisibleCommand' WaitUiaListItemIsVisibleCommand' WaitUiaMenuIsVisibleCommand' WaitUiaMenuBarIsVisibleCommand' WaitUiaMenuItemIsVisibleCommand' WaitUiaPaneIsVisibleCommand' WaitUiaProgressBarIsVisibleCommand' WaitUiaRadioButtonIsVisibleCommand' WaitUiaScrollBarIsVisibleCommand' WaitUiaSeparatorIsVisibleCommand' WaitUiaSliderIsVisibleCommand' WaitUiaSpinnerIsVisibleCommand' WaitUiaSplitButtonIsVisibleCommand' WaitUiaStatusBarIsVisibleCommand' WaitUiaTabIsVisibleCommand' WaitUiaTabItemIsVisibleCommand' WaitUiaTableIsVisibleCommand' WaitUiaTextIsVisibleCommand' WaitUiaLabelIsVisibleCommand' WaitUiaThumbIsVisibleCommand' WaitUiaTitleBarIsVisibleCommand' WaitUiaToolBarIsVisibleCommand' WaitUiaToolTipIsVisibleCommand' WaitUiaTreeIsVisibleCommand' WaitUiaTreeItemIsVisibleCommand' WaitUiaChildWindowIsVisibleCommand]' [WaitUiaControlStateCommand]' [WaitUiaEventRaisedCommand]' [AddUiaWizardStepCommand]' [GetUiaWizardCommand]' [InvokeUiaWizardCommand]' [NewUiaWizardCommand]' [RemoveUiaWizardStepCommand]' [StepUiaWizardCommand]. LCC (Lack of Component Cohesion) = 0.28
Feature Concentration,UIAutomation40,UIAutomation.Helpers.Commands,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddBannerTextCommand]' [HideBannerCommand]' [ShowBannerCommand]' [ClearControlTextCommand]' [GetActiveWindowCommand]' [GetFocusCommand]' [HideCurrentHighlighterCommand]' [InvokeControlClickCommand]' [InvokeControlContextMenuCommand]' [InvokeScriptCommand]' [MoveCursorCommand]' [SaveScreenshotCommand]' [SetControlKeysCommand]' [SetControlTextCommand]' [SetFocusCommand]' [ShowDesktopCommand]' [ConvertToSearchCriteriaCommand]' [EventCommand]' [GetRegisteredEventCommand]' [RegisterUnexpectedWindowCommand]' [UnregisterEventCommand]' [GetControlCommand]' [GetDesktopCommand]' [GetWindowCommand]' [TestControlStateCommand]' [PatternCommand]' [WaitControlIsEnabledCommand]' [WaitControlIsVisibleCommand]' [WaitControlStateCommand]' [WaitEventRaisedCommand]' [WaitWindowCommand]' [InvokeWizardCommand]. LCC (Lack of Component Cohesion) = 1
