Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BddAddinUnitTests.Commands.Bdd,NewBddFeatureCommandTestFixture,D:\research\architectureSmells\repos\apetrovskiy_STUPS\TMX\Addins\BddAddinUnitTests\Commands\Bdd\NewBddFeatureCommandTestFixture.cs,NewFeature_FeatureName,The length of the statement  "                //((NBehave.Narrator.Framework.Feature)CommonCmdletBase.UnitTestOutput[CommonCmdletBase.UnitTestOutput.Count - 1]).Title); " is 122.
Long Statement,BddAddinUnitTests.Commands.Bdd,NewBddFeatureCommandTestFixture,D:\research\architectureSmells\repos\apetrovskiy_STUPS\TMX\Addins\BddAddinUnitTests\Commands\Bdd\NewBddFeatureCommandTestFixture.cs,NewFeature_FeatureName,The length of the statement  "                Regex.Match(feature.Narrative' @"(?<=([Aa][Ss][\s]+?[Aa][Nn]?[\s]+?)).*(?=([\'][\s]+?[Ii][\s]+?[Ww][Aa][Nn][Tt][\s]+?))").Value.ToUpper()); " is 139.
Long Statement,BddAddinUnitTests.Commands.Bdd,NewBddFeatureCommandTestFixture,D:\research\architectureSmells\repos\apetrovskiy_STUPS\TMX\Addins\BddAddinUnitTests\Commands\Bdd\NewBddFeatureCommandTestFixture.cs,NewFeature_FeatureName,The length of the statement  "                Regex.Match(feature.Narrative' @"(?<=([Ii][\s]+?[Ww][Aa][Nn][Tt][\s]+?)).*(?=([\s]+?[Ss][Oo][\s]+?[Tt][Hh][Aa][Tt][\s]+?))").Value.ToUpper()); " is 142.
Long Statement,BddAddinUnitTests,UnitTestingHelper,D:\research\architectureSmells\repos\apetrovskiy_STUPS\TMX\Addins\BddAddinUnitTests\Helpers\UnderlyingCode\UnitTestingHelper.cs,GetNewBDDSuite,The length of the statement  "            //return ((NBehave.Narrator.Framework.Feature)CommonCmdletBase.UnitTestOutput[CommonCmdletBase.UnitTestOutput.Count - 1]); " is 122.
