Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Tmx.Client.Library.ObjectModel,CommonDataLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\CommonDataLoader.cs,Load,The length of the statement  "            var url = UrlList.TestData_Root + "/" + ClientSettings.Instance.CurrentClient.TestRunId + UrlList.TestData_CommonData_forClient_relPath; " is 136.
Long Statement,Tmx.Client.Library.ObjectModel,CommonDataSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\CommonDataSender.cs,Send,The length of the statement  "            var url = UrlList.TestData_Root + "/" + ClientSettings.Instance.CurrentClient.TestRunId + UrlList.TestData_CommonData_forClient_relPath; " is 136.
Long Statement,Tmx.Client.Library.ObjectModel,CommonDataSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\CommonDataSender.cs,Send,The length of the statement  "            Trace.TraceInformation("Send(ICommonDataItem item): testRun id = {0}' url = {1}"' ClientSettings.Instance.CurrentClient.TestRunId' url); " is 136.
Long Statement,Tmx.Client.Library.ObjectModel,ItemSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\ItemSender.cs,SendFileSystemHierarchy,The length of the statement  "            return File.Exists(sourcePath) && SendSingleFile(sourcePath.Substring(0' sourcePath.LastIndexOf('\\') + 1)' sourcePath' destinationPath' force); " is 144.
Long Statement,Tmx.Client.Library.ObjectModel,ItemSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\ItemSender.cs,SendSingleFile,The length of the statement  "            var fileUploadResponse = _restTemplate.PostForMessage(UrlList.ExternalFiles_Root + UrlList.ExternalFilesUploadPoint_relPath' fileContentAndPaths); " is 146.
Long Statement,Tmx.Client.Library.ObjectModel,Registration,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\Registration.cs,SendRegistrationInfoAndGetClientId,The length of the statement  "            var registrationResponse = _restTemplate.PostForMessage<TestClient>(UrlList.TestClientRegistrationPoint_absPath' GetNewTestClient(customClientString)); " is 151.
Long Statement,Tmx.Client.Library.ObjectModel,Registration,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\Registration.cs,UnregisterClient,The length of the statement  "                Trace.TraceInformation("UnregisterClient().1: client id = {0}' url = {1}"' ClientSettings.Instance.ClientId' UrlList.TestClients_Root + "/" + ClientSettings.Instance.ClientId); " is 176.
Long Statement,Tmx.Client.Library.ObjectModel,Registration,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\Registration.cs,UnregisterClient,The length of the statement  "                var unregisteringClientResponse = _restTemplate.Exchange(UrlList.TestClients_Root + "/" + ClientSettings.Instance.ClientId' HttpMethod.DELETE' null); " is 149.
Long Statement,Tmx.Client.Library.ObjectModel,StatusSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\StatusSender.cs,Send,The length of the statement  "                // _restTemplate.Put(UrlList.TestClients_Root + "/" + ClientSettings.Instance.ClientId + "/status"' new DetailedStatus(status)); " is 128.
Long Statement,Tmx.Client.Library.ObjectModel,StatusSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\StatusSender.cs,Send,The length of the statement  "                var detailedStatusSendingResponse = _restTemplate.Exchange(UrlList.TestClients_Root + "/" + ClientSettings.Instance.ClientId + "/status"' HttpMethod.PUT' new HttpEntity(new DetailedStatus(status))); " is 198.
Long Statement,Tmx.Client.Library.ObjectModel,StatusSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\StatusSender.cs,Send,The length of the statement  "                throw new SendingDetailedStatusException("Failed to send detailed status. " + detailedStatusSendingResponse.StatusCode); " is 120.
Long Statement,Tmx.Client.Library.ObjectModel,TaskLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskLoader.cs,GetCurrentTask,The length of the statement  "                Trace.TraceInformation("GetCurrentTask().2: client id = {0}' url = {1}"' ClientSettings.Instance.ClientId' UrlList.TestTasks_Root + "/" + ClientSettings.Instance.ClientId); " is 172.
Long Statement,Tmx.Client.Library.ObjectModel,TaskLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskLoader.cs,GetCurrentTask,The length of the statement  "                gettingTaskResponse = _restTemplate.GetForMessage<TestTask>(UrlList.TestTasks_Root + "/" + ClientSettings.Instance.ClientId); " is 125.
Long Statement,Tmx.Client.Library.ObjectModel,TaskLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskLoader.cs,GetCurrentTask,The length of the statement  "                // gettingTaskResponse = _restTemplate.GetForMessage<TestTaskCodeProxy>(UrnList.TestTasks_Root + "/" + ClientSettings.Instance.ClientId); " is 137.
Long Statement,Tmx.Client.Library.ObjectModel,TaskLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskLoader.cs,AcceptCurrentTask,The length of the statement  "                Trace.TraceInformation("acceptCurrentTask(ITestTask task).3: task id = {0}' url = {1}"' task.Id' UrlList.TestTasks_Root + "/" + task.Id); " is 137.
Long Statement,Tmx.Client.Library.ObjectModel,TaskLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskLoader.cs,AcceptCurrentTask,The length of the statement  "                var acceptingTaskResponse = _restTemplate.Exchange(UrlList.TestTasks_Root + "/" + task.Id' HttpMethod.PUT' new HttpEntity(task)); " is 129.
Long Statement,Tmx.Client.Library.ObjectModel,TaskUpdater,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskUpdater.cs,UpdateTask,The length of the statement  "                Trace.TraceInformation("UpdateTask(ITestTask task).1: task id = {0}' task name = {1}' url = {2}"' task.Id' task.Name' UrlList.TestTasks_Root + "/" + task.Id); " is 158.
Long Statement,Tmx.Client.Library.ObjectModel,TaskUpdater,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskUpdater.cs,UpdateTask,The length of the statement  "                var updatingTaskResponse = _restTemplate.Exchange(UrlList.TestTasks_Root + "/" + task.Id' HttpMethod.PUT' new HttpEntity(task)); " is 128.
Long Statement,Tmx.Client.Library.ObjectModel,TaskUpdater,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskUpdater.cs,SendTaskResult,The length of the statement  "                Trace.TraceInformation("SendTaskResult(ITestTask task' Guid clientId).1: client id = {0}' task id = {1}' task name = {2}' url = {3}"' clientId' task.Id' task.Name' UrlList.CurrentTaskForClientById + "/" + clientId); " is 215.
Long Statement,Tmx.Client.Library.ObjectModel,TaskUpdater,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TaskUpdater.cs,SendTaskResult,The length of the statement  "                var sendingTaskResultResponse = _restTemplate.Exchange(UrlList.CurrentTaskForClientById + "/" + clientId' HttpMethod.PUT' new HttpEntity(task)); " is 144.
Long Statement,Tmx.Client.Library.ObjectModel,TestReportLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TestReportLoader.cs,LoadTestReport,The length of the statement  "                var url = UrlList.TestReports_Root + "/" + ClientSettings.Instance.CurrentClient.TestRunId + UrlList.TestReports_LoadingPoint_relPath; " is 134.
Long Statement,Tmx.Client.Library.ObjectModel,TestResultsLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TestResultsLoader.cs,LoadTestResults,The length of the statement  "                var url = UrlList.TestResults_Root + "/" + ClientSettings.Instance.CurrentClient.TestRunId + UrlList.TestResultsPostingPoint_forClient_relPath; " is 143.
Long Statement,Tmx.Client.Library.ObjectModel,TestResultsLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TestResultsLoader.cs,LoadTestResults,The length of the statement  "                Trace.TraceInformation("LoadTestResults().1: testRun id = {0}' url = {1}"' ClientSettings.Instance.CurrentClient.TestRunId' url); " is 129.
Long Statement,Tmx.Client.Library.ObjectModel,TestResultsLoader,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TestResultsLoader.cs,LoadTestResults,The length of the statement  "                testResultsImporter.MergeTestPlatforms(TestData.TestPlatforms' testResultsImporter.ImportTestPlatformFromXdocument(xDoc)); " is 122.
Long Statement,Tmx.Client.Library.ObjectModel,TestResultsSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TestResultsSender.cs,SendTestResults,The length of the statement  "                var url = UrlList.TestResults_Root + "/" + ClientSettings.Instance.CurrentClient.TestRunId + UrlList.TestResultsPostingPoint_forClient_relPath; " is 143.
Long Statement,Tmx.Client.Library.ObjectModel,TestResultsSender,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TestResultsSender.cs,SendTestResults,The length of the statement  "                Trace.TraceInformation("SendTestResults().5: testRun id = {0}' url = {1}"' ClientSettings.Instance.CurrentClient.TestRunId' url); " is 129.
Long Statement,Tmx.Client.Library.ObjectModel,TestRunCreator,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\ObjectModel\TestRunCreator.cs,CreateTestRun,The length of the statement  "            Trace.TraceInformation("CreateTestRun(string workflowName' TestRunStatuses status' string name).3 creatingTestRunResponse is null? {0}"' null == creatingTestRunResponse); " is 170.
Magic Number,Tmx.Client.Library.Helpers,RestRequestCreator,C:\repos\apetrovskiy_STUPS\TMX\Tmx.Client.Library\Helpers\RestRequestCreator.cs,GetRestTemplate,The following statement contains a magic number: var requestFactory = new WebClientHttpRequestFactory { Timeout = 600000 };
