Implementation smell,Namespace,Class,File,Method,Description
Long Statement,CmdletUnitTest,TestRunspace,F:\newReposMay17\apetrovskiy_STUPS\PS\CmdletUnit\TestRunspace.cs,RunAndCheckCmdletParameters_ParamsBinding_ValidationException,The length of the statement  "	RunAndGetTheException (codeSnippet' "ParameterBindingValidationException"' "Cannot bind argument to parameter 'InputObject' because it is null."); " is 146.
Long Statement,CmdletUnitTest,TestRunspace,F:\newReposMay17\apetrovskiy_STUPS\PS\CmdletUnit\TestRunspace.cs,RunAndCheckCmdletParameters_ParameterMissing,The length of the statement  "	RunAndGetTheException (codeSnippet' "ParameterBindingException"' "Cannot process command because of one or more missing mandatory parameters:"); " is 144.
Long Statement,CmdletUnitTest,TestRunspace,F:\newReposMay17\apetrovskiy_STUPS\PS\CmdletUnit\TestRunspace.cs,RunAndEvaluateAreEqual,The length of the statement  "	coll = null == inputData ? PSRunner.Runner.RunPSCode (codeSnippet' showCode) : PSRunner.Runner.RunPSCode (codeSnippet' showCode' inputData); " is 140.
