Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistOperationLogs,Cyclomatic complexity of the method is 10
Long Parameter List,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistOperationLogs,The method has 5 parameters.
Long Parameter List,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,CreateParameter,The method has 4 parameters.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistAnyLogs,The length of the statement  "from (SELECT ROW_NUMBER() OVER(ORDER BY {1} {2}) AS RowNumber'* FROM {3} as t" + filterString + ") a WHERE a.RowNumber > {4}"; " is 126.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistAnyLogs,The length of the statement  "	var reader = db.ExecuteReader (string.Format (sql' paging.PageSize' paging.SortField' paging.SortOrder' "AnyLog"' paging.PageSize * paging.PageIndex)' prams.ToArray ()); " is 169.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistAnyLogs,The length of the statement  "	paging.Total = (int)db.ExecuteScalar (countSql' prams.Select (p => ((ICloneable)p).Clone ()).Cast<DbParameter> ().ToArray ()); " is 126.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistOperationLogs,The length of the statement  "from (SELECT ROW_NUMBER() OVER(ORDER BY {1} {2}) AS RowNumber'* FROM {3} as t" + filterString + ") a WHERE a.RowNumber > {4}"; " is 126.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistOperationLogs,The length of the statement  "	var reader = db.ExecuteReader (string.Format (sql' paging.PageSize' paging.SortField' paging.SortOrder' "OperationLog"' paging.PageSize * paging.PageIndex)' prams.ToArray ()); " is 175.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistOperationLogs,The length of the statement  "	paging.Total = (int)db.ExecuteScalar (countSql' prams.Select (p => ((ICloneable)p).Clone ()).Cast<DbParameter> ().ToArray ()); " is 126.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistExceptionLogs,The length of the statement  "from (SELECT ROW_NUMBER() OVER(ORDER BY {1} {2}) AS RowNumber'* FROM {3} as t" + filterString + ") a WHERE a.RowNumber > {4}"; " is 126.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistExceptionLogs,The length of the statement  "	var reader = db.ExecuteReader (string.Format (sql' paging.PageSize' paging.SortField' paging.SortOrder' "ExceptionLog"' paging.PageSize * paging.PageIndex)' prams.ToArray ()); " is 175.
Long Statement,Anycmd.Logging,Log4NetLoggingService,D:\newReposJune17\anycmd_anycmd\src\Examples\Default\Infrastructure\Anycmd.Logging\Log4NetLoggingService.cs,GetPlistExceptionLogs,The length of the statement  "	paging.Total = (int)db.ExecuteScalar (countSql' prams.Select (p => ((ICloneable)p).Clone ()).Cast<DbParameter> ().ToArray ()); " is 126.
