Implementation smell,Namespace,Class,File,Method,Description
Missing Default,Topshelf.Logging,ElmahLogWriter,C:\research\architectureSmells\repos\phatboyg_Topshelf\src\Topshelf.Elmah\Logging\ElmahLogWriter.cs,GetLogLevel,The following switch statement is missing a default case: switch (logLevel)             {                 case ElmahLogLevelsEnum.Debug:                     return "Debug";                 case ElmahLogLevelsEnum.Info:                     return "Info";                 case ElmahLogLevelsEnum.Warn:                     return "Warn";                 case ElmahLogLevelsEnum.Error:                     return "Error";                 case ElmahLogLevelsEnum.Fatal:                     return "Fatal";             }
Missing Default,Topshelf.Logging,ElmahLogWriter,C:\research\architectureSmells\repos\phatboyg_Topshelf\src\Topshelf.Elmah\Logging\ElmahLogWriter.cs,IsLogLevelEnabled,The following switch statement is missing a default case: switch (logLevel)             {                 case ElmahLogLevelsEnum.Debug:                     return IsDebugEnabled;                 case ElmahLogLevelsEnum.Info:                     return IsInfoEnabled;                 case ElmahLogLevelsEnum.Warn:                     return IsWarnEnabled;                 case ElmahLogLevelsEnum.Error:                     return IsErrorEnabled;                 case ElmahLogLevelsEnum.Fatal:                     return IsFatalEnabled;             }
