Namespace,Type,Method,LOC,CC,PC
DotNetCasClient.Validation.Schema.Cas20,AuthenticationFailure,AuthenticationFailure,1,1,0
DotNetCasClient.Validation.Schema.Cas20,AuthenticationSuccess,AuthenticationSuccess,1,1,0
DotNetCasClient.Validation.Schema.Cas20,ProxyFailure,ProxyFailure,1,1,0
DotNetCasClient.Validation.Schema.Cas20,ProxySuccess,ProxySuccess,1,1,0
DotNetCasClient.Validation.Schema.Cas20,ServiceResponse,ServiceResponse,1,1,0
DotNetCasClient.Validation.Schema.Cas20,ServiceResponse,ParseResponse,7,1,1
DotNetCasProxyDemoApp,DotNetCasProxyDemoForm,GetQueryStringParameters,9,3,0
DotNetCasProxyDemoApp,DotNetCasProxyDemoForm,DotNetCasProxyDemoForm,50,6,0
DotNetCasProxyDemoApp,DotNetCasProxyDemoForm,ValidateProxyTicket,53,4,1
DotNetCasProxyDemoApp,DotNetCasProxyDemoForm,Dispose,7,2,1
DotNetCasProxyDemoApp,DotNetCasProxyDemoForm,InitializeComponent,233,1,0
DotNetCasProxyDemoApp,Program,Main,5,1,0
DotNetCasProxyDemoApp.Properties,Resources,Resources,2,1,0
