Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient' DotNetCasClient.Security,DotNetCasClient.CasAuthentication' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal,DotNetCasClient.CasAuthentication' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient' DotNetCasClient.Utils' DotNetCasClient.Security,DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal,DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient' DotNetCasClient.Utils' DotNetCasClient.Security' DotNetCasClient.Validation,DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal' DotNetCasClient.Validation.CasSaml11Response,DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal' DotNetCasClient.Validation.CasSaml11Response
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient' DotNetCasClient.Utils' DotNetCasClient.Security' DotNetCasClient.Validation' DotNetCasClient.Validation.TicketValidator,DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal' DotNetCasClient.Validation.CasSaml11Response' DotNetCasClient.Validation.TicketValidator.AbstractUrlTicketValidator' DotNetCasClient.Validation.TicketValidator.Cas20ServiceTicketValidator' DotNetCasClient.Validation.TicketValidator.Saml11TicketValidator,DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal' DotNetCasClient.Validation.CasSaml11Response' DotNetCasClient.Validation.TicketValidator.AbstractUrlTicketValidator' DotNetCasClient.Validation.TicketValidator.Cas20ServiceTicketValidator' DotNetCasClient.Validation.TicketValidator.Saml11TicketValidator
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient.Security,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient.Security' DotNetCasClient' DotNetCasClient.State' DotNetCasClient' DotNetCasClient.Utils,DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal' DotNetCasClient.CasAuthentication' DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.Utils.AssertionUtil,DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal' DotNetCasClient.CasAuthentication' DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.Utils.AssertionUtil
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient.State,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient.State' DotNetCasClient,DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.CasAuthentication,DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.CasAuthentication
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient.State,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient.State' DotNetCasClient' DotNetCasClient.Utils,DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil,DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.CasAuthentication' DotNetCasClient.Utils.AssertionUtil
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient.State,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient.State' DotNetCasClient' DotNetCasClient.Security' DotNetCasClient,DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.CasAuthentication' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal,DotNetCasClient.State.IServiceTicketManager' DotNetCasClient.State.MemoryCacheServiceTicketManager' DotNetCasClient.CasAuthentication' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient.Utils,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient.Utils' DotNetCasClient,DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.CasAuthentication,DotNetCasClient.Utils.AssertionUtil' DotNetCasClient.CasAuthentication
Cyclic Dependency,DotNetCasClient(net45),DotNetCasClient.Validation,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetCasClient.Validation' DotNetCasClient' DotNetCasClient.Security,DotNetCasClient.Validation.CasSaml11Response' DotNetCasClient.CasAuthentication' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal,DotNetCasClient.Validation.CasSaml11Response' DotNetCasClient.CasAuthentication' DotNetCasClient.Security.Assertion' DotNetCasClient.Security.AssertionRoleProvider' DotNetCasClient.Security.CasPrincipal
