Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Labo.Cms.Modules.Root,RootModuleRegistration,C:\repos\QuickOrBeDead_Labo.Cms\Labo.Cms.Modules.Root\RootModuleRegistration.cs,RegisterRoutes,The following statement contains a magic number: context.RegisterRoute ("ContactUs"' "ContactUs"' new RouteValueDictionary {  	{  		"action"'  		"Index"  	}'  	{  		"controller"'  		"ContactUs"  	}  }' null' 1000' SessionStateBehavior.Default' typeof(ContactUsController)' new MvcRouteHandler ());  
