Implementation smell,Namespace,Class,File,Method,Description
Long Statement,iOSsample,QSTodoListViewController,D:\research\architectureSmells\repos\Azure_azure-mobile-services\component\samples\iOSsample\iOSsample\QSTodoListViewController.cs,ViewDidLoad,The length of the statement  "				var alert = new UIAlertView("Error"' "Please make sure you update the applicationURL and applicationKey to match the mobile service you have created."' null' "OK"); " is 164.
Magic Number,iOSsample,QSTodoListViewController,D:\research\architectureSmells\repos\Azure_azure-mobile-services\component\samples\iOSsample\iOSsample\QSTodoListViewController.cs,AddRefreshControl,The following statement contains a magic number: UIDevice.CurrentDevice.CheckSystemVersion (6' 0)
