Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ProjectExtensions.Azure.ServiceBus.StructureMap.Container,StructureMapAzureBusContainer,C:\research\architectureSmells\repos\ProjectExtensions_ProjectExtensions.Azure.ServiceBus\src\ProjectExtensions.Azure.ServiceBus.StructureMap\Container\StructureMapAzureBusContainer.cs,Register,The length of the statement  "            ILifecycle lifecycle = perInstance ? (ILifecycle)new UniquePerRequestLifecycle() : (ILifecycle)new SingletonLifecycle();" is 120.
Long Statement,ProjectExtensions.Azure.ServiceBus.StructureMap.Container,StructureMapAzureBusContainer,C:\research\architectureSmells\repos\ProjectExtensions_ProjectExtensions.Azure.ServiceBus\src\ProjectExtensions.Azure.ServiceBus.StructureMap\Container\StructureMapAzureBusContainer.cs,RegisterConfiguration,The length of the statement  "                container.Configure(c => c.For<IBusConfiguration>().LifecycleIs(new SingletonLifecycle()).Use(() => BusConfiguration.Instance));" is 128.
