Implementation smell,Namespace,Class,File,Method,Description
Long Statement,OSDBcmd,Program,C:\repos\kappy_OSDB.net\OSDBcmd\Program.cs,PromptForSubtitle,The length of the statement  "				Console.Write("Your choice? (avaible options: '1'-'{0}'' 'c'' 'l')  [{1}]:"' subtitles.Count' subtitles.IndexOf(selectedSubtitle) + 1); " is 135.
Long Statement,OSDBcmd,Program,C:\repos\kappy_OSDB.net\OSDBcmd\Program.cs,PromptForSubtitle,The length of the statement  "						Console.WriteLine("Invalid option. Please chose one of the index numbers from the list' 'c' to cancel or 'l' to show the list again."); " is 135.
