Implementation smell,Namespace,Class,File,Method,Description
Complex Method,SparkLanguage,VsProjectSparkSettings,C:\repos\SparkViewEngine_spark\src\Tools\SparkLanguage\VsProjectSparkSettings.cs,GetWebConfig,Cyclomatic complexity of the method is 8
Long Statement,SparkLanguage,SourceSupervisor,C:\repos\SparkViewEngine_spark\src\Tools\SparkLanguage\SourceSupervisor.cs,OnTypeChar,The length of the statement  "                    .Where(p => p.Begin.Offset <= before.Length && before.Length <= p.End.Offset && (p.Value is ExpressionNode || p.Value is ConditionNode)); " is 137.
Long Statement,SparkLanguage,SourceSupervisor,C:\repos\SparkViewEngine_spark\src\Tools\SparkLanguage\SourceSupervisor.cs,OnTypeChar,The length of the statement  "                    .Where(p => p.Begin.Offset <= before.Length && before.Length <= p.End.Offset && (p.Value is ExpressionNode || p.Value is ConditionNode)); " is 137.
Long Statement,SparkLanguage,SourceSupervisor,C:\repos\SparkViewEngine_spark\src\Tools\SparkLanguage\SourceSupervisor.cs,OnTypeChar,The length of the statement  "                buffer.ReplaceLines(selection.iEndLine' selection.iEndIndex' selection.iEndLine' selection.iEndIndex' "}"' 1' out inserted); " is 124.
Magic Number,SparkLanguage,SourceSupervisor,C:\repos\SparkViewEngine_spark\src\Tools\SparkLanguage\SourceSupervisor.cs,GetDocumentPath,The following statement contains a magic number: var rootid = -2;
Magic Number,SparkLanguage,VsProjectViewFolder,C:\repos\SparkViewEngine_spark\src\Tools\SparkLanguage\VsProjectViewFolder.cs,FindPath,The following statement contains a magic number: if (path.StartsWith("$\\"))              {                  return _root.FindPath(path.Substring(2));              }
