Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Spark.Web.Mvc.Ruby,RubyLanguageFactoryWithExtensions,C:\repos\SparkViewEngine_spark\src\Spark.Web.Mvc.Ruby\RubyLanguageFactoryWithExtensions.cs,BuildScriptHeader,The length of the statement  "                foreach (var methodInfo in assemblyExtension.ExtensionType.GetMethods(BindingFlags.Public | BindingFlags.Static | BindingFlags.InvokeMethod)) " is 141.
