Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Log,2,2,0,0,2,52,13,0,0,0.25,0,3
Message,1,2,0,0,2,29,5,0,0,0,0,2
OptionValue,1,8,0,1,8,81,15,0,0,0,0,0
SiteOptions,2,2,0,0,2,31,2,0,0,0.25,0,0
SystemOptions,1,1,0,0,1,20,1,0,0,0,0,1
GetAlipayPayResultTask,7,7,0,3,4,398,64,0,0,0.73,1,0
SendSMSTask,10,6,0,1,4,134,19,0,0,0.6,4,1
Task,15,13,0,5,4,430,79,0,0,0.77,4,1
PublicFunction,0,1,0,0,1,24,2,0,0,0,0,0
MainService,3,3,0,0,1,60,11,0,0,0.33,2,0
Program,0,1,0,0,0,14,1,0,0,0,0,0
ProjectInstaller,0,1,0,0,1,8,1,0,0,0,0,0
BounsLevelMerge,0,1,0,0,1,18,3,0,0,0,0,0
Tables,0,0,0,0,0,4715,0,0,0,0,0,2
Views,0,0,0,0,0,402,0,0,0,0,0,0
Functions,0,78,0,0,78,387,78,0,0,0,0,0
Procedures,0,892,0,0,892,13205,2462,0,0,0,0,0
