Implementation smell,Namespace,Class,File,Method,Description
Long Method,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The method has 101 lines of code.
Complex Method,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,Cyclomatic complexity of the method is 20
Long Statement,BackTestWindow,BacktestModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\BacktestModel.cs,_backtestengine_GotFillEvent,The length of the statement  "                _positiontable.Rows.Add(t.TradeTime.ToString()' mypos.FullSymbol' mypos.Size' mypos.AvgPrice.ToString(_dps)' closepnl.ToString("C2")' closepoint.ToString(_dps)); " is 161.
Long Statement,BackTestWindow,BacktestModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\BacktestModel.cs,_backtestengine_GotOrderEvent,The length of the statement  "                _ordertable.Rows.Add(o.OrderTime' o.FullSymbol' o.OrderSize' (o.IsMarket ? "Mkt" : (o.IsLimit ? "Lmt" : "Stp"))' o.IsStop ? o.StopPrice : (o.IsTrail ? o.TrailPrice : 0.0m)' o.Id); " is 179.
Long Statement,BackTestWindow.UI,InputBox,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\UI\InputBox\InputBox.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/BackTestWindow;component/ui/inputbox/inputbox.xaml"' System.UriKind.Relative); " is 124.
Long Statement,BackTestWindow.UI,PlotWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\UI\PlotWindow\PlotWindow.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/BackTestWindow;component/ui/plotwindow/plotwindow.xaml"' System.UriKind.Relative); " is 128.
Long Statement,BackTestWindow.UI,PlotWindowViewModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\UI\PlotWindow\PlotWindowViewModel.cs,LoadPlot,The length of the statement  "            var x_axis = new OxyPlot.Axes.DateTimeAxis { Position = OxyPlot.Axes.AxisPosition.Bottom' MajorStep=50' Title = "Date"' StringFormat = "yyyyMMdd"' MajorGridlineStyle = LineStyle.Solid' MinorGridlineStyle = LineStyle.Dot }; " is 222.
Long Statement,BackTestWindow.UI,PlotWindowViewModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\UI\PlotWindow\PlotWindowViewModel.cs,LoadPlot,The length of the statement  "            var y_axis = new OxyPlot.Axes.LinearAxis { Position = OxyPlot.Axes.AxisPosition.Left' Title = "Price"' MajorGridlineStyle = LineStyle.Solid' MinorGridlineStyle = LineStyle.Dot }; " is 178.
Long Statement,BackTestWindow.UI,PlotWindowViewModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\UI\PlotWindow\PlotWindowViewModel.cs,LoadPlot,The length of the statement  "                    candleStickSeries.Items.Add(new HighLowItem(OxyPlot.Axes.DateTimeAxis.ToDouble(d)' bars[i' 1]' bars[i' 2]' bars[i' 0]' bars[i' 3])); " is 132.
Long Statement,BackTestWindow.UI,StrategySelectorWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\UI\StrategySelector\StrategySelectorWindow.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/BackTestWindow;component/ui/strategyselector/strategyselectorwindow.xaml"' System.UriKind.Relative); " is 146.
Long Statement,BackTestWindow.UI,StrategySetterWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\UI\StrategySetter\StrategySetterWindow.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/BackTestWindow;component/ui/strategysetter/strategysetterwindow.xaml"' System.UriKind.Relative); " is 142.
Empty Catch Block,BackTestWindow,BacktestModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\BacktestModel.cs,Reset,The method has an empty catch block.
Empty Catch Block,BackTestWindow,BacktestModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\BacktestModel.cs,UnbindBacktestEngine,The method has an empty catch block.
Magic Number,BackTestWindow,BacktestModel,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\BacktestModel.cs,_backtestengine_GotIndicatorEvent,The following statement contains a magic number: System.Windows.Application.Current.Dispatcher.Invoke(() =>              {                  _indicatortable.Rows.Add(msg[0]'msg[1]'msg[2]);              });
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,onemin_Click,The following statement contains a magic number: _viewmodel.PlayTo(60);
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,fivemin_Click,The following statement contains a magic number: _viewmodel.PlayTo(300);
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,tenmin_Click,The following statement contains a magic number: _viewmodel.PlayTo(600);
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,thirtymin_Click,The following statement contains a magic number: _viewmodel.PlayTo(1800);
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,onehour_Click,The following statement contains a magic number: _viewmodel.PlayTo(3600);
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
Magic Number,BackTestWindow,BacktestWindow,D:\research\architectureSmells\repos\letianzj_QuantTrading\Source\BacktestAndDailyTools\BackTestWindow\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 28 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onesec_Click);                            #line default              #line hidden              return;              case 2:                            #line 29 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onemin_Click);                            #line default              #line hidden              return;              case 3:                            #line 30 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.fivemin_Click);                            #line default              #line hidden              return;              case 4:                            #line 31 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.tenmin_Click);                            #line default              #line hidden              return;              case 5:                            #line 32 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.thirtymin_Click);                            #line default              #line hidden              return;              case 6:                            #line 33 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.onehour_Click);                            #line default              #line hidden              return;              case 7:                            #line 34 "MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.ptend_Click);                            #line default              #line hidden              return;              case 8:              this.Listbox1 = ((System.Windows.Controls.ListBox)(target));              return;              case 9:              this.dgTick = ((System.Windows.Controls.DataGrid)(target));              return;              case 10:              this.dgIndicator = ((System.Windows.Controls.DataGrid)(target));              return;              case 11:              this.dgPosition = ((System.Windows.Controls.DataGrid)(target));              return;              case 12:              this.dgOrder = ((System.Windows.Controls.DataGrid)(target));              return;              case 13:              this.dgFill = ((System.Windows.Controls.DataGrid)(target));              return;              case 14:              this.dgResult = ((System.Windows.Controls.DataGrid)(target));              return;              case 15:              this.cbOptimVariable = ((System.Windows.Controls.ComboBox)(target));              return;              case 16:              this.tbStartAt = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.tbFinishat = ((System.Windows.Controls.TextBox)(target));              return;              case 18:              this.tbStepSize = ((System.Windows.Controls.TextBox)(target));              return;              case 19:              this.cbOptimObj = ((System.Windows.Controls.ComboBox)(target));              return;              case 20:              this.dgOptimum = ((System.Windows.Controls.DataGrid)(target));              return;              }
