Architecture smell,Project,Namespace,Cause,Responsible Classes
God Component,netcore45,CrossGraphics,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 47,CrossGraphics.ICanvas' CrossGraphics.CanvasKeys' CrossGraphics.InteractionState' CrossGraphics.LineBreakMode' CrossGraphics.TextAlignment' CrossGraphics.IImage' CrossGraphics.FontOptions' CrossGraphics.Colors' CrossGraphics.State' CrossGraphics.GObject' CrossGraphics.PenStyle' CrossGraphics.BrushStyle' CrossGraphics.HatchStyle' CrossGraphics.Function' CrossGraphics.MapMode' CrossGraphics.EscapeFunction' CrossGraphics.PostScriptCap' CrossGraphics.NetfxCoreTouch
Feature Concentration,netcore45,System.Drawing,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [RectangleF' PointF' SizeF]' [Rectangle' Size]' [Point]. LCC (Lack of Component Cohesion) = 0.5,System.Drawing.Rectangle' System.Drawing.Size' System.Drawing.Point
