Implementation smell,Namespace,Class,File,Method,Description
Long Statement,LivetSetup.Bootstrapper,MainWindow,C:\repos\ugaya40_Livet\LivetSetup.Bootstrapper\MainWindow.xaml.cs,okButton_Click,The length of the statement  "            var msiStartInfo = new ProcessStartInfo() { FileName = "expand"' CreateNoWindow = true' UseShellExecute = false' Arguments = string.Format(@"""{0}"" -f:* ""{1}"""' tempCabFileName' tempFoldername)' }; " is 200.
Long Statement,LivetSetup.Bootstrapper,MainWindow,C:\repos\ugaya40_Livet\LivetSetup.Bootstrapper\MainWindow.xaml.cs,okButton_Click,The length of the statement  "            var msiExecArgument = selectedCulture == "English (en-US)" ? string.Format(@"/i ""{0}""  /l logfile.txt"' tempFoldername + "\\LivetSetup_en_US.msi") " is 148.
Magic Number,LivetSetup.Bootstrapper,MainWindow,C:\repos\ugaya40_Livet\LivetSetup.Bootstrapper\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.mainWindow = ((LivetSetup.Bootstrapper.MainWindow)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.mainWindow.ContentRendered += new System.EventHandler(this.mainWindow_ContentRendered);                            #line default              #line hidden              return;              case 2:              this.mainComboBox = ((System.Windows.Controls.ComboBox)(target));              return;              case 3:              this.okButton = ((System.Windows.Controls.Button)(target));                            #line 29 "..\..\..\MainWindow.xaml"              this.okButton.Click += new System.Windows.RoutedEventHandler(this.okButton_Click);                            #line default              #line hidden              return;              case 4:              this.cancelButton = ((System.Windows.Controls.Button)(target));                            #line 30 "..\..\..\MainWindow.xaml"              this.cancelButton.Click += new System.Windows.RoutedEventHandler(this.cancelButton_Click);                            #line default              #line hidden              return;              }
Magic Number,LivetSetup.Bootstrapper,MainWindow,C:\repos\ugaya40_Livet\LivetSetup.Bootstrapper\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.mainWindow = ((LivetSetup.Bootstrapper.MainWindow)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.mainWindow.ContentRendered += new System.EventHandler(this.mainWindow_ContentRendered);                            #line default              #line hidden              return;              case 2:              this.mainComboBox = ((System.Windows.Controls.ComboBox)(target));              return;              case 3:              this.okButton = ((System.Windows.Controls.Button)(target));                            #line 29 "..\..\..\MainWindow.xaml"              this.okButton.Click += new System.Windows.RoutedEventHandler(this.okButton_Click);                            #line default              #line hidden              return;              case 4:              this.cancelButton = ((System.Windows.Controls.Button)(target));                            #line 30 "..\..\..\MainWindow.xaml"              this.cancelButton.Click += new System.Windows.RoutedEventHandler(this.cancelButton_Click);                            #line default              #line hidden              return;              }
Magic Number,LivetSetup.Bootstrapper,MainWindow,C:\repos\ugaya40_Livet\LivetSetup.Bootstrapper\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.mainWindow = ((LivetSetup.Bootstrapper.MainWindow)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.mainWindow.ContentRendered += new System.EventHandler(this.mainWindow_ContentRendered);                            #line default              #line hidden              return;              case 2:              this.mainComboBox = ((System.Windows.Controls.ComboBox)(target));              return;              case 3:              this.okButton = ((System.Windows.Controls.Button)(target));                            #line 29 "..\..\..\MainWindow.xaml"              this.okButton.Click += new System.Windows.RoutedEventHandler(this.okButton_Click);                            #line default              #line hidden              return;              case 4:              this.cancelButton = ((System.Windows.Controls.Button)(target));                            #line 30 "..\..\..\MainWindow.xaml"              this.cancelButton.Click += new System.Windows.RoutedEventHandler(this.cancelButton_Click);                            #line default              #line hidden              return;              }
Missing Default,LivetSetup.Bootstrapper,MainWindow,C:\repos\ugaya40_Livet\LivetSetup.Bootstrapper\MainWindow.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.mainWindow = ((LivetSetup.Bootstrapper.MainWindow)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.mainWindow.ContentRendered += new System.EventHandler(this.mainWindow_ContentRendered);                            #line default              #line hidden              return;              case 2:              this.mainComboBox = ((System.Windows.Controls.ComboBox)(target));              return;              case 3:              this.okButton = ((System.Windows.Controls.Button)(target));                            #line 29 "..\..\..\MainWindow.xaml"              this.okButton.Click += new System.Windows.RoutedEventHandler(this.okButton_Click);                            #line default              #line hidden              return;              case 4:              this.cancelButton = ((System.Windows.Controls.Button)(target));                            #line 30 "..\..\..\MainWindow.xaml"              this.cancelButton.Click += new System.Windows.RoutedEventHandler(this.cancelButton_Click);                            #line default              #line hidden              return;              }
