Implementation smell,Namespace,Class,File,Method,Description
Magic Number,DataTablesParser.WebSample.Models,PersonContextInitializer,F:\newReposMay17\garvincasimir_csharp-datatables-parser\DataTablesParser.WebSample\Models\PersonContextInitializer.cs,Seed,The following statement contains a magic number: for (var x = 0; x < 100; x++) {  	context.People.Add (new Person {  		FirstName = Guid.NewGuid ().ToString ()'  		LastName = Guid.NewGuid ().ToString ()'  		Height = x * .5M'  		Weight = x * .3M'  		BirthDate = startDate.AddDays (x + 1)'  		Children = x  	});  }  
