Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NetSh,NetShWrapper,D:\research\architectureSmells\repos1\shanselman_Windows-Wifi-Manager\WifiProfiles\NetShWlanWrapper.cs,ExportAllWifiProfiles,The length of the statement  "            //string result = "\r\nProfiles on interface Wi-Fi:\r\n\r\nGroup policy profiles (read only)\r\n---------------------------------\r\n    A-MSFTWLAN (WPA2)\r\n    A-MSFTWLAN (WPA)\r\n    MSFTWLAN (WEP)\r\n\r\nUser profiles\r\n-------------\r\n    All User Profile     : Wayport_Access\r\n    All User Profile     : nalen dressingroom\r\n    All User Profile     : Scott's iPhone 4s\r\n    All User Profile     : HANSELMAN\r\n    All User Profile     : HANSELMAN-N\r\n    All User Profile     : HanselSpot\r\n    All User Profile     : SFO-WiFi\r\n    All User Profile     : AP-guest\r\n    All User Profile     : EliteWifi\r\n    All User Profile     : Qdoba Free Wifi\r\n    All User Profile     : Sunrise_Bagels\r\n\r\n"; " is 722.
Long Statement,NetSh,NetShWrapper,D:\research\architectureSmells\repos1\shanselman_Windows-Wifi-Manager\WifiProfiles\NetShWlanWrapper.cs,ExportAllWifiProfiles,The length of the statement  "                ExecuteNetSh(String.Format("wlan export profile \"{0}\" folder=\"{1}\""' match.ToString()' Environment.CurrentDirectory)); " is 122.
Long Statement,WifiProfiles,Program,D:\research\architectureSmells\repos1\shanselman_Windows-Wifi-Manager\WifiProfiles\Program.cs,Main,The length of the statement  "            if (args.Length > 1 && args[0].ToUpperInvariant() == Resources.stringResources.Delete && !string.IsNullOrEmpty(args[1])) " is 120.
