Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ConvertExpression,5,7,1,1,4,152,18,0,1,0.71,15,2
ExpressionBase,1,1,2,0,0,31,3,4,1,1,1,0
FunctionExpression,3,8,2,0,5,126,11,0,2,0.75,1,1
IExpression,0,0,2,0,0,17,0,1,0,0,0,1
MathEvaluator,14,19,3,1,4,393,69,0,0,0.77,8,2
MathOperators,0,0,0,0,0,16,0,0,0,0,0,1
NumberExpression,1,4,2,0,4,58,4,0,2,0.75,0,1
OperatorExpression,2,10,2,0,10,185,50,0,2,0.9,2,2
ParseException,0,4,0,0,3,30,4,0,0,0,0,1
VariableDictionary,1,5,0,0,2,61,10,0,0,0.6,2,1
AttributeReader,0,4,0,0,4,80,8,0,0,0,1,2
AbbreviationAttribute,1,2,1,0,2,36,2,0,0,0.5,0,1
Resources,2,1,18,0,0,173,1,0,0,0,0,6
LengthUnit,0,0,0,0,0,28,0,0,0,0,0,3
LengthConverter,1,1,0,0,1,41,1,0,0,0,1,1
MassUnit,0,0,0,0,0,22,0,0,0,0,0,3
MassConverter,1,1,0,0,1,37,1,0,0,0,1,1
SpeedUnit,0,0,0,0,0,26,0,0,0,0,0,3
SpeedConverter,1,1,0,0,1,37,1,0,0,0,1,1
TemperatureUnit,0,0,0,0,0,13,0,0,0,0,0,3
TemperatureConverter,0,1,0,0,1,40,10,0,0,0,1,1
TimeUnit,0,0,0,0,0,22,0,0,0,0,0,3
TimeConverter,0,1,0,0,1,57,27,0,0,0,1,1
UnitType,0,0,0,0,0,16,0,0,0,0,0,1
VolumeUnit,0,0,0,0,0,29,0,0,0,0,0,3
VolumeConverter,1,1,0,0,1,41,1,0,0,0,1,1
