Method,LOC,CC,PC
Card:Card,4,1,2
Card:ToString,63,54,0
PokerHandsChecker:IsValidHand,13,5,1
PokerHandsChecker:IsStraightFlush,12,3,1
PokerHandsChecker:IsFourOfAKind,10,3,1
PokerHandsChecker:IsFullHouse,11,3,1
PokerHandsChecker:IsFlush,10,3,1
PokerHandsChecker:IsStraight,12,3,1
PokerHandsChecker:IsThreeOfAKind,10,3,1
PokerHandsChecker:IsTwoPair,11,3,1
PokerHandsChecker:IsOnePair,11,3,1
PokerHandsChecker:IsHighCard,11,3,1
PokerHandsChecker:CompareHands,3,1,2
PokerHandsChecker:CalculateFacesMaxCountInHand,5,1,1
PokerHandsChecker:CalculateCountDifferentCardsFaces,5,1,1
PokerHandsChecker:CalculateCountOfAllCardDifferentFaces,14,3,1
PokerHandsChecker:CalculateSuitMaxCountInHand,5,1,1
PokerHandsChecker:CalculateCountDifferentCardsSuits,5,1,1
PokerHandsChecker:CalculateCountAllDifferentSuitsInHand,14,3,1
PokerHandsChecker:IsConsecutive,16,4,1
PokerHandsChecker:CalculatePreviousCard,31,13,1
Hand:Hand,3,1,1
Hand:ToString,10,3,0
ICard:ToString,1,1,0
IHand:ToString,1,1,0
IPokerHandsChecker:IsValidHand,1,1,1
IPokerHandsChecker:IsStraightFlush,1,1,1
IPokerHandsChecker:IsFourOfAKind,1,1,1
IPokerHandsChecker:IsFullHouse,1,1,1
IPokerHandsChecker:IsFlush,1,1,1
IPokerHandsChecker:IsStraight,1,1,1
IPokerHandsChecker:IsThreeOfAKind,1,1,1
IPokerHandsChecker:IsTwoPair,1,1,1
IPokerHandsChecker:IsOnePair,1,1,1
IPokerHandsChecker:IsHighCard,1,1,1
IPokerHandsChecker:CompareHands,1,1,2
PokerExample:Main,16,1,0
