Implementation smell,Namespace,Class,File,Method,Description
Long Statement,mio991.REST.Plugins.UsersAndRights,UserAndRightsPlugin,C:\repos\mio991_REST_Server\mio991.REST.Plugins.UserAndRights\UsersAndRightsPlugin.cs,UserHasRights,The length of the statement  "		command.CommandText = String.Format ("SELECT * FROM object_user WHERE rights & '{0}' AND user_id = {1} AND objecttable = '{2}' AND object_id = {3}"' right.ID' user.ID' obj.Table' obj.ID); " is 187.
Long Statement,mio991.REST.Plugins.UsersAndRights,UserAndRightsPlugin,C:\repos\mio991_REST_Server\mio991.REST.Plugins.UserAndRights\UsersAndRightsPlugin.cs,GrantRightToUser,The length of the statement  "		command.CommandText = String.Format ("INSERT INTO `rest`.`object_user` (`Object_ID`' `User_ID`' `Object_Table`' `Rights`) VALUES ('{0}'' '{1}'' '{2}'' '{3}') ON DUPLICATE KEY UPDATE `Rights` = VALUES(`Rights`)"' obj.ID' user.ID' obj.Table' right.ID); " is 250.
