Implementation smell,Namespace,Class,File,Method,Description
Long Statement,mio991.REST.Plugins.Files,File,C:\repos\mio991_REST_Server\mio991.REST.Plugins.Files\File.cs,Create,The length of the statement  "		command.CommandText = String.Format ("INSERT INTO `rest`.`mio991.REST.Plugins.Files` (`ID`' `Name`' `mimeType`) VALUES ('{0}'' '{1}'' '{2}');"' Guid.NewGuid ()' name' mime); " is 173.
Long Statement,mio991.REST.Plugins.Files,File,C:\repos\mio991_REST_Server\mio991.REST.Plugins.Files\File.cs,GetFile,The length of the statement  "		command.CommandText = String.Format ("SELECT mio991.REST.Plugins.Files.* FROM mio991.REST.Plugins.Files LEFT JOIN object_user ON mio991.REST.Plugins.Files.id = object_user.object_id WHERE object_user.user_id = '{0}'"' user.ID); " is 227.
Long Statement,mio991.REST.Plugins.Files,File,C:\repos\mio991_REST_Server\mio991.REST.Plugins.Files\File.cs,Update,The length of the statement  "		command.CommandText = String.Format ("INSERT INTO `rest`.`mio991.REST.Plugins.Files` (`ID`' `Name`' `mimeType`) VALUES ('{0}'' '{1}'' '{2}') ON DUPLICATE KEY UPDATE `Name` = VALUES(`Name`)' `mimeType` = VALUES(`mimeType`)"' ID' name' mime); " is 240.
