Method,LOC,CC,PC
BundleConfig:RegisterBundles,16,1,1
FilterConfig:RegisterGlobalFilters,3,1,1
RouteConfig:RegisterRoutes,8,1,1
DocumentDBRepository:GetIncompleteItems,6,1,0
DocumentDBRepository:CreateItemAsync,3,1,1
DocumentDBRepository:GetItem,6,1,1
DocumentDBRepository:GetDocument,6,1,1
DocumentDBRepository:UpdateItemAsync,4,1,1
DocumentDBRepository:DeleteItemAsync,4,1,1
DocumentDBRepository:ReadOrCreateCollection,11,2,1
DocumentDBRepository:ReadOrCreateDatabase,11,2,0
MvcApplication:Application_Start,6,1,0
HomeController:Index,3,1,0
HomeController:About,4,1,0
HomeController:Contact,4,1,0
ItemController:Index,4,1,0
ItemController:Create,3,1,0
ItemController:Create,8,2,1
ItemController:Edit,8,2,1
ItemController:Edit,12,3,1
ItemController:Delete,12,3,1
ItemController:DeleteConfirmed,4,1,1
ItemController:Details,4,1,1
