Implementation smell,Namespace,Class,File,Method,Description
Magic Number,DataPipeline,Program,C:\repos\CamTechConsultants_protobuf-net\DataPipeline\Program.cs,CreateData,The following statement contains a magic number: for (int i = 0; i < 500; i++) {  	inMem.Data.Add (new Foo {  		Bar = i  	});  }  
