Implementation smell,Namespace,Class,File,Method,Description
Long Statement,QuickStartPylon,Program,D:\research\architectureSmells\repos\datasift_datasift-dotnet\QuickStartPylon\Program.cs,Analyze,The length of the statement  "            var analysisWithFilter = _client.Pylon.Analyze(_service' recordingId' analysisParams' filter: "fb.author.gender == \"female\" OR fb.parent.author.gender == \"female\""); " is 169.
Magic Number,QuickStartPylon,Program,D:\research\architectureSmells\repos\datasift_datasift-dotnet\QuickStartPylon\Program.cs,Main,The following statement contains a magic number: Thread.Sleep(10000);
Magic Number,QuickStartPylon,Program,D:\research\architectureSmells\repos\datasift_datasift-dotnet\QuickStartPylon\Program.cs,Analyze,The following statement contains a magic number: var analysisParams = new              {                  analysis_type = "freqDist"'                  parameters = new                  {                      threshold = 5'                      target = "fb.author.age"                  }              };
