Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BrickStreetConnect,0,38,4,0,36,1037,91,0,0,0,12,0
Attribute,0,0,5,0,0,28,0,0,0,0,0,1
Campaign,8,0,12,6,0,89,0,1,0,0,0,0
EventCampaign,0,0,2,0,0,13,0,0,1,0,0,1
CampaignInteraction,17,0,23,17,0,144,0,0,0,0,0,1
RolloutAction,5,1,9,5,1,57,1,0,0,1,0,1
RolloutActionResponse,5,0,3,5,0,23,0,0,0,0,0,1
Sender,0,0,5,0,0,29,0,0,0,0,0,1
CampaignContent,4,0,16,4,0,94,0,0,0,0,0,1
CustomerAttribute,4,0,5,4,0,32,0,0,0,0,0,1
Customer,0,3,23,0,3,131,3,0,0,0,1,1
Department,0,0,3,0,0,18,0,0,0,0,0,1
EventMaster,0,1,5,0,1,32,1,0,0,0,1,0
EventParameterMaster,5,1,3,5,1,31,1,0,0,0,0,1
Event,3,1,16,0,1,124,1,0,0,1,2,1
EventParameter,0,0,3,0,0,18,0,0,0,0,0,1
EventAttachment,0,0,7,0,0,38,0,0,0,0,0,1
JavaDateUtil,1,2,0,0,2,23,2,0,0,0,0,0
Conversation,0,0,10,0,0,54,0,0,0,0,0,1
SenderDomain,0,0,6,0,0,33,0,0,0,0,0,1
