Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task1Test,The length of the statement  "	TrackSection.TrackSection section = new TrackSection.TrackSection ("section1"' 1500.0' 8' Consts.RailType.SectionRail' 20' 1000' 1500); " is 135.
Long Statement,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task1Test,The length of the statement  "	Carriage.Carriage car1 = new Carriage.Carriage ("car1"' Consts.CarriageType.OpenCarriage' 25' 80' 4' Consts.BearingType.RollerBearing' 4' Consts.BrakeShoeType.CastIronFromPlainMaterialBrakeShoe' 100000.0); " is 205.
Long Statement,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The length of the statement  "	TrackSection.TrackSection section = new TrackSection.TrackSection ("section1"' 1500.0' 8' Consts.RailType.SectionRail' 20' 1000' 1500); " is 135.
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (0005' Consts.LocomotiveTractionEngineModeType.PP' 737100));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (0005' Consts.LocomotiveTractionEngineModeType.PP' 737100));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (0010' Consts.LocomotiveTractionEngineModeType.PP' 680200));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (0010' Consts.LocomotiveTractionEngineModeType.PP' 680200));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (0015' Consts.LocomotiveTractionEngineModeType.PP' 638600));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (0015' Consts.LocomotiveTractionEngineModeType.PP' 638600));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (19.5' Consts.LocomotiveTractionEngineModeType.PP' 608000));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (19.5' Consts.LocomotiveTractionEngineModeType.PP' 608000));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (24.2' Consts.LocomotiveTractionEngineModeType.PP' 506000));  
Magic Number,DebugApp,Program,C:\repos\iwedaz_TractionCalcDSL\DebugApp\Program.cs,Task3Test,The following statement contains a magic number: recList.Add (new Record (24.2' Consts.LocomotiveTractionEngineModeType.PP' 506000));  
