Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Natter.Messaging,Message,C:\repos\KevWK314_Natter\Natter\Messaging\Message.cs,DeserialiseMessage,Cyclomatic complexity of the method is 10
Long Parameter List,Natter.Byte,ByteTools,C:\repos\KevWK314_Natter\Natter\Byte\ByteTools.cs,Compare,The method has 5 parameters.
Long Parameter List,Natter.Messaging,Message,C:\repos\KevWK314_Natter\Natter\Messaging\Message.cs,Message,The method has 5 parameters.
Long Parameter List,Natter.Messaging,Message,C:\repos\KevWK314_Natter\Natter\Messaging\Message.cs,Message,The method has 5 parameters.
Long Parameter List,Natter.Messaging,Message,C:\repos\KevWK314_Natter\Natter\Messaging\Message.cs,SerialiseMessage,The method has 5 parameters.
Long Statement,Natter.Messaging,Field,C:\repos\KevWK314_Natter\Natter\Messaging\Field.cs,SerialiseField,The length of the statement  "	return ByteTools.Combine (ByteValues.LessThanArray' field.Name.Length.ToString ().GetBytes ()' ByteValues.CommaArray' field.Value.Length.ToString ().GetBytes ()' ByteValues.GreaterThanArray' field.Name' ByteValues.EqualArray' field.Value' ByteValues.SpaceArray); " is 262.
Empty Catch Block,Natter.Transporting,UdpTransport,C:\repos\KevWK314_Natter\Natter\Transporting\UdpTransport.cs,DataReceived,The method has an empty catch block.
Magic Number,Natter.Connecting.States,CallingStateManager,C:\repos\KevWK314_Natter\Natter\Connecting\States\CallingStateManager.cs,TryCall,The following statement contains a magic number: if (_tryCount > 3) {  	//throw new Exception("Timed out trying to call");  }  
Magic Number,Natter.Connecting.States,ConnectedStateManager,C:\repos\KevWK314_Natter\Natter\Connecting\States\ConnectedStateManager.cs,Ping,The following statement contains a magic number: if (_pingTryCount > 5) {  	throw new Exception ("Ping timed out. Connection lost.");  }  
Magic Number,Natter.Connecting.States,ConnectedStateManager,C:\repos\KevWK314_Natter\Natter\Connecting\States\ConnectedStateManager.cs,Ping,The following statement contains a magic number: if (_pingTryCount >= 2) {  	if (_pingTryCount == 2) {  		_pingTransactionId = NatterConnection.CreateNewId ();  	}  	_actions.SendPing (_pingTransactionId);  }  
Magic Number,Natter.Connecting.States,ConnectedStateManager,C:\repos\KevWK314_Natter\Natter\Connecting\States\ConnectedStateManager.cs,Ping,The following statement contains a magic number: if (_pingTryCount >= 2) {  	if (_pingTryCount == 2) {  		_pingTransactionId = NatterConnection.CreateNewId ();  	}  	_actions.SendPing (_pingTransactionId);  }  
Magic Number,Natter.Connecting.States,ConnectedStateManager,C:\repos\KevWK314_Natter\Natter\Connecting\States\ConnectedStateManager.cs,Ping,The following statement contains a magic number: if (_pingTryCount == 2) {  	_pingTransactionId = NatterConnection.CreateNewId ();  }  
Magic Number,Natter.Messaging,Field,C:\repos\KevWK314_Natter\Natter\Messaging\Field.cs,DeserialiseField,The following statement contains a magic number: Array.Copy (data' current + nameSize + 2' value' 0' valueSize);  
Magic Number,Natter.Messaging,Message,C:\repos\KevWK314_Natter\Natter\Messaging\Message.cs,SerialiseMessage,The following statement contains a magic number: allFields [2] = transactionId;  
Magic Number,Natter.Messaging,Message,C:\repos\KevWK314_Natter\Natter\Messaging\Message.cs,SerialiseMessage,The following statement contains a magic number: allFields [3] = from;  
Magic Number,Natter.Messaging,Message,C:\repos\KevWK314_Natter\Natter\Messaging\Message.cs,SerialiseMessage,The following statement contains a magic number: Array.Copy (data' 0' allFields' 4' data.Length);  
