Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Ninject,KernelBase,C:\repos\danhigham_NancyWebTest\Ninject\KernelBase.cs,Resolve,Cyclomatic complexity of the method is 8
Complex Method,Ninject.Infrastructure.Introspection,FormatExtensions,C:\repos\danhigham_NancyWebTest\Ninject\Infrastructure\Introspection\FormatExtensions.cs,Format,Cyclomatic complexity of the method is 21
Complex Method,Ninject.Infrastructure.Introspection,FormatExtensions,C:\repos\danhigham_NancyWebTest\Ninject\Infrastructure\Introspection\FormatExtensions.cs,Format,Cyclomatic complexity of the method is 13
Complex Method,Ninject.Infrastructure.Introspection,FormatExtensions,C:\repos\danhigham_NancyWebTest\Ninject\Infrastructure\Introspection\FormatExtensions.cs,Format,Cyclomatic complexity of the method is 18
Long Parameter List,Ninject.Activation,Context,C:\repos\danhigham_NancyWebTest\Ninject\Activation\Context.cs,Context,The method has 6 parameters.
Long Parameter List,Ninject.Activation,Request,C:\repos\danhigham_NancyWebTest\Ninject\Activation\Request.cs,Request,The method has 6 parameters.
Long Parameter List,Ninject.Activation,Request,C:\repos\danhigham_NancyWebTest\Ninject\Activation\Request.cs,Request,The method has 5 parameters.
Long Parameter List,Ninject.Activation.Strategies,PropertyInjectionStrategy,C:\repos\danhigham_NancyWebTest\Ninject\Activation\Strategies\PropertyInjectionStrategy.cs,Activate,The method has 5 parameters.
Long Parameter List,Ninject,ResolutionExtensions,C:\repos\danhigham_NancyWebTest\Ninject\Syntax\ResolutionExtensions.cs,Get,The method has 5 parameters.
Long Parameter List,Ninject,ResolutionExtensions,C:\repos\danhigham_NancyWebTest\Ninject\Syntax\ResolutionExtensions.cs,TryGet,The method has 5 parameters.
Long Parameter List,Ninject,ResolutionExtensions,C:\repos\danhigham_NancyWebTest\Ninject\Syntax\ResolutionExtensions.cs,GetAll,The method has 5 parameters.
Long Parameter List,Ninject,ResolutionExtensions,C:\repos\danhigham_NancyWebTest\Ninject\Syntax\ResolutionExtensions.cs,GetResolutionIterator,The method has 6 parameters.
Long Parameter List,Ninject,KernelBase,C:\repos\danhigham_NancyWebTest\Ninject\KernelBase.cs,Resolve,The method has 6 parameters.
Long Parameter List,Ninject,KernelBase,C:\repos\danhigham_NancyWebTest\Ninject\KernelBase.cs,CreateRequest,The method has 5 parameters.
