Project,Namespace,Ca types,Ce types
JSONAPI,JSONAPI.Attributes,JSONAPI.Core.ResourceTypeRegistrar,
JSONAPI,JSONAPI.Configuration,JSONAPI.Autofac.JsonApiAutofacModule' JSONAPI.EntityFramework.Configuration.JsonApiConfigurationExtensions' JSONAPI.TodoMVC.API.Startup' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.Startup' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.Tests.BaseUrlTest' JSONAPI.Autofac.JsonApiConfigurationExtensions' JSONAPI.Autofac.JsonApiHttpAutofacConfigurator,JSONAPI.Core.IResourceTypeRegistrar' JSONAPI.Core.IPluralizationService' JSONAPI.Core.INamingConventions' JSONAPI.Documents.ILinkConventions' JSONAPI.Core.IResourceTypeRegistration' JSONAPI.Json.JsonApiFormatter' JSONAPI.ActionFilters.FallbackDocumentBuilderAttribute' JSONAPI.ActionFilters.JsonApiExceptionFilterAttribute
JSONAPI,JSONAPI.Core,JSONAPI.Tests.Core.DefaultNamingConventionsTests' JSONAPI.Configuration.JsonApiConfiguration' JSONAPI.Configuration.ResourceTypeConfiguration<TResourceType>' JSONAPI.Http.MappedDocumentMaterializer<TEntity;TDto>' JSONAPI.QueryableTransformers.DefaultFilteringTransformer' JSONAPI.Documents.Builders.RegistryDrivenDocumentBuilder' JSONAPI.EntityFramework.EntityFrameworkResourceObjectMaterializer' JSONAPI.Tests.Core.ResourceTypeRegistrarTests' JSONAPI.Tests.Documents.Builders.RegistryDrivenSingleResourceDocumentBuilderTests' JSONAPI.Tests.ActionFilters.DefaultSortingTransformerTests' JSONAPI.Tests.ActionFilters.DefaultFilteringTransformerTests' JSONAPI.Documents.DefaultLinkConventions' JSONAPI.Documents.ILinkConventions' JSONAPI.Autofac.JsonApiAutofacModule' JSONAPI.Autofac.EntityFramework.JsonApiAutofacEntityFrameworkModule' JSONAPI.EntityFramework.Http.EntityFrameworkToOneRelatedResourceDocumentMaterializer<TPrimaryResource;TRelated>' JSONAPI.EntityFramework.Http.EntityFrameworkToManyRelatedResourceDocumentMaterializer<TPrimaryResource;TRelated>' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipShipCounselorRelatedResourceMaterializer' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipOfficersRelatedResourceMaterializer' JSONAPI.Tests.Documents.DefaultLinkConventionsTests' JSONAPI.Tests.Core.EnumAttributeValueConverterTests' JSONAPI.QueryableTransformers.DefaultSortingTransformer' JSONAPI.Documents.Builders.RegistryDrivenResourceCollectionDocumentBuilder' JSONAPI.Documents.Builders.RegistryDrivenSingleResourceDocumentBuilder' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.CustomEntityFrameworkResourceObjectMaterializer' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipDocumentMaterializer' JSONAPI.EntityFramework.Http.EntityFrameworkDocumentMaterializer<T>' JSONAPI.Tests.Core.ResourceTypeRegistryTests,JSONAPI.Documents.IRelationshipObject' JSONAPI.Documents.IResourceIdentifier' JSONAPI.Documents.IResourceLinkage' JSONAPI.Attributes.SerializeAsComplexAttribute' JSONAPI.Attributes.RelationshipLinkTemplate' JSONAPI.Attributes.RelatedResourceLinkTemplate' JSONAPI.Attributes.LinkSettingsAttribute' JSONAPI.Attributes.UseAsIdAttribute
JSONAPI,JSONAPI.Http,JSONAPI.Tests.Http.DefaultIncludeExpressionExtractorTests' JSONAPI.Tests.Http.DefaultSortExpressionExtractorTests' JSONAPI.TodoMVC.API.Controllers.MainController' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.Controllers.MainController' JSONAPI.Autofac.JsonApiAutofacModule' JSONAPI.Documents.Builders.FallbackDocumentBuilder' JSONAPI.EntityFramework.Http.EntityFrameworkDocumentMaterializer<T>' JSONAPI.EntityFramework.Http.EntityFrameworkToManyRelatedResourceDocumentMaterializer<TPrimaryResource;TRelated>' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipOfficersRelatedResourceMaterializer' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipDocumentMaterializer' JSONAPI.Tests.Http.BaseUrlServiceTest' JSONAPI.Documents.Builders.DefaultQueryableResourceCollectionDocumentBuilder' JSONAPI.EntityFramework.Documents.Builders.EntityFrameworkQueryableResourceCollectionDocumentBuilder' JSONAPI.EntityFramework.Http.EntityFrameworkToOneRelatedResourceDocumentMaterializer<TPrimaryResource;TRelated>' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipShipCounselorRelatedResourceMaterializer,JSONAPI.Documents.Builders.IQueryableResourceCollectionDocumentBuilder' JSONAPI.Documents.Builders.ISingleResourceDocumentBuilder' JSONAPI.QueryableTransformers.IQueryableEnumerationTransformer' JSONAPI.Core.IResourceTypeRegistry' JSONAPI.Documents.IResourceCollectionDocument' JSONAPI.Documents.Builders.JsonApiException' JSONAPI.Documents.ISingleResourceDocument' JSONAPI.Core.PathVisitor
JSONAPI,JSONAPI.Documents,JSONAPI.EntityFramework.Documents.Builders.EntityFrameworkQueryableResourceCollectionDocumentBuilder' JSONAPI.Json.ResourceLinkageFormatter' JSONAPI.Documents.Builders.RegistryDrivenDocumentBuilder' JSONAPI.Tests.Documents.Builders.RegistryDrivenSingleResourceDocumentBuilderTests' JSONAPI.Tests.Documents.DefaultLinkConventionsTests' JSONAPI.Documents.Builders.JsonApiException' JSONAPI.Documents.Builders.ErrorDocumentBuilder' JSONAPI.ActionFilters.FallbackDocumentBuilderAttribute' JSONAPI.ActionFilters.JsonApiExceptionFilterAttribute' JSONAPI.Json.ErrorFormatter' JSONAPI.Tests.Documents.Builders.ErrorDocumentBuilderTests' JSONAPI.Json.JsonApiFormatter' JSONAPI.Json.ErrorDocumentFormatter' JSONAPI.Tests.Json.ErrorDocumentFormatterTests' JSONAPI.Tests.Documents.Builders.FallbackDocumentBuilderTests' JSONAPI.Configuration.JsonApiConfiguration' JSONAPI.Documents.Builders.RegistryDrivenResourceCollectionDocumentBuilder' JSONAPI.Documents.Builders.RegistryDrivenSingleResourceDocumentBuilder' JSONAPI.Json.MetadataFormatter' JSONAPI.Json.RelationshipObjectFormatter' JSONAPI.Json.ResourceCollectionDocumentFormatter' JSONAPI.Json.ResourceObjectFormatter' JSONAPI.Json.SingleResourceDocumentFormatter' JSONAPI.Documents.Builders.IResourceCollectionDocumentBuilder' JSONAPI.Documents.Builders.DefaultQueryableResourceCollectionDocumentBuilder' JSONAPI.Documents.Builders.ISingleResourceDocumentBuilder' JSONAPI.Tests.Json.ErrorFormatterTests' JSONAPI.Tests.Json.MetadataFormatterTests' JSONAPI.Tests.Json.RelationshipObjectFormatterTests' JSONAPI.Tests.Json.ResourceObjectFormatterTests' JSONAPI.Tests.Json.ResourceCollectionDocumentFormatterTests' JSONAPI.Tests.Json.SingleResourceDocumentFormatterTests' JSONAPI.Json.LinkFormatter' JSONAPI.Tests.Json.LinkFormatterTests' JSONAPI.Core.EphemeralRelatedResourceReader<T>' JSONAPI.Core.EphemeralRelatedResourceReader' JSONAPI.Core.IEphemeralRelatedResourceReader' JSONAPI.EntityFramework.EntityFrameworkResourceObjectMaterializer' JSONAPI.Http.MappedDocumentMaterializer<TEntity;TDto>' JSONAPI.Http.QueryableToManyRelatedResourceDocumentMaterializer<TRelated>' JSONAPI.Tests.Json.JsonApiFormatterTests' JSONAPI.Tests.Json.ResourceLinkageFormatterTests' JSONAPI.Tests.Documents.ToManyResourceLinkageTests' JSONAPI.Tests.Documents.ToOneResourceLinkageTests' JSONAPI.EntityFramework.IEntityFrameworkResourceObjectMaterializer' JSONAPI.EntityFramework.Http.EntityFrameworkDocumentMaterializer<T>' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.CustomEntityFrameworkResourceObjectMaterializer' JSONAPI.Http.QueryableToOneRelatedResourceDocumentMaterializer<TRelated>' JSONAPI.Http.IDocumentMaterializer' JSONAPI.Documents.Builders.FallbackDocumentBuilder' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipDocumentMaterializer,JSONAPI.Core.ResourceTypeRelationship' JSONAPI.Core.IResourceTypeRegistry' JSONAPI.Core.IResourceTypeRegistration
JSONAPI,JSONAPI.QueryableTransformers,JSONAPI.Tests.ActionFilters.DefaultFilteringTransformerTests' JSONAPI.Tests.ActionFilters.DefaultPaginationTransformerTests' JSONAPI.Http.MappedDocumentMaterializer<TEntity;TDto>' JSONAPI.Documents.Builders.DefaultQueryableResourceCollectionDocumentBuilder' JSONAPI.EntityFramework.Documents.Builders.EntityFrameworkQueryableResourceCollectionDocumentBuilder' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipDocumentMaterializer' JSONAPI.Tests.ActionFilters.QueryableTransformerTestsBase' JSONAPI.Tests.ActionFilters.DefaultSortingTransformerTests,JSONAPI.Core.IResourceTypeRegistry' JSONAPI.Core.IResourceTypeRegistration' JSONAPI.Documents.Builders.JsonApiException' JSONAPI.Core.ResourceTypeField' JSONAPI.Core.ResourceTypeAttribute' JSONAPI.Core.ResourceTypeRelationship
JSONAPI,JSONAPI.ActionFilters,JSONAPI.Configuration.JsonApiHttpConfiguration' JSONAPI.Tests.ActionFilters.FallbackDocumentBuilderAttributeTests,JSONAPI.Documents.Builders.IFallbackDocumentBuilder' JSONAPI.Documents.Builders.IErrorDocumentBuilder' JSONAPI.Documents.IErrorDocument' JSONAPI.Documents.IError' JSONAPI.Documents.ISingleResourceDocument' JSONAPI.Documents.IResourceCollectionDocument' JSONAPI.Json.JsonApiFormatter
JSONAPI,JSONAPI.Extensions,,
JSONAPI,JSONAPI.Json,JSONAPI.Documents.Builders.ErrorDocumentBuilder' JSONAPI.Tests.Documents.Builders.RegistryDrivenSingleResourceDocumentBuilderTests' JSONAPI.Tests.Json.ErrorFormatterTests' JSONAPI.Tests.Json.JsonApiFormatterTests' JSONAPI.Configuration.JsonApiHttpConfiguration' JSONAPI.ActionFilters.JsonApiExceptionFilterAttribute' JSONAPI.Tests.Json.JsonApiFormatterTestsBase' JSONAPI.Tests.TestHelpers' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.Tests.AcceptanceTestsBase' JSONAPI.Tests.Json.LinkFormatterTests' JSONAPI.Tests.Json.MetadataFormatterTests' JSONAPI.Tests.Json.RelationshipObjectFormatterTests' JSONAPI.Tests.Json.ResourceCollectionDocumentFormatterTests' JSONAPI.Tests.Json.ResourceLinkageFormatterTests' JSONAPI.Tests.Json.ResourceObjectFormatterTests' JSONAPI.Tests.Json.ErrorDocumentFormatterTests' JSONAPI.Tests.Json.SingleResourceDocumentFormatterTests,JSONAPI.Documents.IError' JSONAPI.Documents.Builders.IErrorDocumentBuilder' JSONAPI.Documents.ISingleResourceDocument' JSONAPI.Documents.IResourceCollectionDocument' JSONAPI.Documents.IErrorDocument' JSONAPI.Documents.IJsonApiDocument' JSONAPI.Documents.ILink' JSONAPI.Documents.IMetadata' JSONAPI.Documents.IRelationshipObject' JSONAPI.Documents.IResourceLinkage' JSONAPI.Documents.RelationshipObject' JSONAPI.Documents.IResourceObject' JSONAPI.Documents.ResourceCollectionDocument' JSONAPI.Documents.IResourceIdentifier' JSONAPI.Documents.ResourceIdentifier' JSONAPI.Documents.ResourceObject' JSONAPI.Documents.SingleResourceDocument
JSONAPI,JSONAPI.Documents.Builders,JSONAPI.Tests.Documents.Builders.FallbackDocumentBuilderTests' JSONAPI.ActionFilters.FallbackDocumentBuilderAttribute' JSONAPI.EntityFramework.Documents.Builders.EntityFrameworkQueryableResourceCollectionDocumentBuilder' JSONAPI.Http.MappedDocumentMaterializer<TEntity;TDto>' JSONAPI.QueryableTransformers.DefaultFilteringTransformer' JSONAPI.QueryableTransformers.DefaultPaginationTransformer' JSONAPI.QueryableTransformers.DefaultSortingTransformer' JSONAPI.Autofac.JsonApiAutofacModule' JSONAPI.EntityFramework.Http.EntityFrameworkDocumentMaterializer<T>' JSONAPI.EntityFramework.Http.EntityFrameworkToOneRelatedResourceDocumentMaterializer<TPrimaryResource;TRelated>' JSONAPI.EntityFramework.Http.EntityFrameworkToManyRelatedResourceDocumentMaterializer<TPrimaryResource;TRelated>' JSONAPI.Tests.Documents.Builders.ErrorDocumentBuilderTests' JSONAPI.Tests.Documents.Builders.RegistryDrivenDocumentBuilderTests' JSONAPI.ActionFilters.JsonApiExceptionFilterAttribute' JSONAPI.Json.JsonApiFormatter' JSONAPI.Tests.Json.JsonApiFormatterTests' JSONAPI.Http.QueryableToManyRelatedResourceDocumentMaterializer<TRelated>' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipDocumentMaterializer' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipOfficersRelatedResourceMaterializer' JSONAPI.Http.QueryableToOneRelatedResourceDocumentMaterializer<TRelated>' JSONAPI.AcceptanceTests.EntityFrameworkTestWebApp.DocumentMaterializers.StarshipShipCounselorRelatedResourceMaterializer' JSONAPI.Tests.Documents.Builders.RegistryDrivenSingleResourceDocumentBuilderTests,JSONAPI.Http.ISortExpressionExtractor' JSONAPI.Http.IIncludeExpressionExtractor' JSONAPI.Http.IBaseUrlService' JSONAPI.Documents.ISingleResourceDocument' JSONAPI.Documents.IMetadata' JSONAPI.Documents.IError' JSONAPI.Documents.Error' JSONAPI.Core.IResourceTypeRegistry' JSONAPI.Documents.ILinkConventions' JSONAPI.Core.IResourceTypeRegistration' JSONAPI.Documents.IResourceLinkage' JSONAPI.Documents.ResourceIdentifier' JSONAPI.Documents.ResourceObject' JSONAPI.Documents.ILink' JSONAPI.Core.ResourceTypeAttribute' JSONAPI.Core.ResourceTypeRelationship' JSONAPI.Documents.ResourceCollectionDocument' JSONAPI.Documents.IResourceObject' JSONAPI.QueryableTransformers.IQueryableEnumerationTransformer' JSONAPI.QueryableTransformers.IQueryableFilteringTransformer' JSONAPI.QueryableTransformers.IQueryableSortingTransformer' JSONAPI.QueryableTransformers.IQueryablePaginationTransformer' JSONAPI.QueryableTransformers.IPaginationTransformResult' JSONAPI.Documents.IResourceCollectionDocument' JSONAPI.Json.DeserializationException' JSONAPI.Documents.ErrorDocument' JSONAPI.Documents.ExceptionErrorMetadata' JSONAPI.Json.BasicMetadata' JSONAPI.Documents.SingleResourceDocument
