Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Eto.Wpf - net45,Eto.Wpf.Drawing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Eto.Wpf.Drawing' Eto.Wpf,Eto.Wpf.Drawing.IconFrameHandler' Eto.Wpf.Drawing.GraphicsHandler' Eto.Wpf.Drawing.GraphicsPathHandler' Eto.Wpf.Drawing.IndexedBitmapHandler' Eto.Wpf.WpfConversions' Eto.Wpf.EtoEnvironmentHandler' Eto.Wpf.Platform' Eto.Wpf.WpfExtensions
Cyclic Dependency,Eto.Wpf - net45,Eto.Wpf.Drawing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Eto.Wpf.Drawing' Eto.Wpf.Forms' Eto.Wpf,Eto.Wpf.Drawing.IconFrameHandler' Eto.Wpf.Drawing.GraphicsHandler' Eto.Wpf.Drawing.GraphicsPathHandler' Eto.Wpf.Drawing.IndexedBitmapHandler' Eto.Wpf.Forms.NotificationHandler' Eto.Wpf.Forms.PerMonitorDpiHelper' Eto.Wpf.Forms.ApplicationHandler' Eto.Wpf.Forms.FontDialogHandler' Eto.Wpf.Forms.ControlExtensions' Eto.Wpf.WpfConversions' Eto.Wpf.EtoEnvironmentHandler' Eto.Wpf.Platform' Eto.Wpf.WpfExtensions
Cyclic Dependency,Eto.Wpf - net45,Eto.Wpf.Drawing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Eto.Wpf.Drawing' Eto.Wpf' Eto.Wpf.Forms' Eto.Wpf,Eto.Wpf.Drawing.IconFrameHandler' Eto.Wpf.Drawing.GraphicsHandler' Eto.Wpf.Drawing.GraphicsPathHandler' Eto.Wpf.Drawing.IndexedBitmapHandler' Eto.Wpf.WpfConversions' Eto.Wpf.EtoEnvironmentHandler' Eto.Wpf.Platform' Eto.Wpf.WpfExtensions' Eto.Wpf.Forms.NotificationHandler' Eto.Wpf.Forms.PerMonitorDpiHelper' Eto.Wpf.Forms.ApplicationHandler' Eto.Wpf.Forms.FontDialogHandler' Eto.Wpf.Forms.ControlExtensions
Cyclic Dependency,Eto.Wpf - net45,Eto.Wpf.Drawing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Eto.Wpf.Drawing' Eto.Wpf.Forms' Eto.Wpf' Eto.Wpf.Forms' Eto.Wpf,Eto.Wpf.Drawing.IconFrameHandler' Eto.Wpf.Drawing.GraphicsHandler' Eto.Wpf.Drawing.GraphicsPathHandler' Eto.Wpf.Drawing.IndexedBitmapHandler' Eto.Wpf.Forms.NotificationHandler' Eto.Wpf.Forms.PerMonitorDpiHelper' Eto.Wpf.Forms.ApplicationHandler' Eto.Wpf.Forms.FontDialogHandler' Eto.Wpf.Forms.ControlExtensions' Eto.Wpf.WpfConversions' Eto.Wpf.EtoEnvironmentHandler' Eto.Wpf.Platform' Eto.Wpf.WpfExtensions
Cyclic Dependency,Eto.Wpf - net45,Eto.Wpf.Forms.Controls,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Eto.Wpf.Forms.Controls' Eto.Wpf.CustomControls,Eto.Wpf.Forms.Controls.ExpanderHandler' Eto.Wpf.Forms.Controls.ButtonHandler' Eto.Wpf.Forms.Controls.EtoComboBox' Eto.Wpf.Forms.Controls.SwfWebViewHandler' Eto.Wpf.Forms.Controls.GridHandler<TWidget'TCallback>' Eto.Wpf.Forms.Controls.DateTimePickerHandler' Eto.Wpf.Forms.Controls.ImageViewHandler' Eto.Wpf.Forms.Controls.SplitterHandler' Eto.Wpf.Forms.Controls.TreeGridViewHandler' Eto.Wpf.CustomControls.EditableTextBlock' Eto.Wpf.CustomControls.MultiSizeImage
Cyclic Dependency,Eto.Wpf - net45,Eto.Wpf.Forms,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Eto.Wpf.Forms' Eto,Eto.Wpf.Forms.NotificationHandler' Eto.Wpf.Forms.PerMonitorDpiHelper' Eto.Wpf.Forms.ApplicationHandler' Eto.Wpf.Forms.FontDialogHandler' Eto.Wpf.Forms.ControlExtensions' Eto.SplineHelper' Eto.Win32
Unstable Dependency,Eto.Wpf - net45,Eto,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Eto.Wpf.Forms,Eto.ScreenHandler
Unstable Dependency,Eto.Wpf - net45,Eto.Wpf.Forms.Cells,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Eto.Wpf.Forms,Eto.Wpf.Forms.Cells.IWpfFrameworkElement
Unstable Dependency,Eto.Wpf - net45,Eto.Wpf.Forms,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Eto.Wpf.Drawing' Eto.Wpf,Eto.Wpf.Forms.FontHandler' Eto.Wpf.Forms.WpfConversions
Unstable Dependency,Eto.Wpf - net45,Eto.Wpf,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Eto.Wpf.Drawing,Eto.Wpf.IWpfImage' Eto.Wpf.FrozenBrushWrapper' Eto.Wpf.MatrixHandler' Eto.Wpf.FontHandler' Eto.Wpf.FontFamilyHandler
Unstable Dependency,Eto.Wpf - net45,Eto.Wpf.CustomControls,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Eto.Wpf.Forms.Controls' Eto.Wpf.Forms,Eto.Wpf.CustomControls.EtoTreeViewItem' Eto.Wpf.CustomControls.TreeViewHandler' Eto.Wpf.CustomControls.ApplicationHandler
