Method,LOC,CC,PC
JsonReader:GetStream,6,1,1
JsonReader:GetStream,7,1,2
JsonReader:Load,7,1,1
JsonReader:Load,3,1,2
JsonReader:Load,6,1,2
JsonReader:Load,6,1,3
JsonReader:Load,6,1,3
JsonReader:Load,29,3,3
EventValueProvider:SetValue,4,2,2
EventValueProvider:GetValue,3,1,1
EtoContractResolver:CreateMemberValueProvider,8,2,1
EtoContractResolver:CreateProperties,61,5,2
NamespaceManager:LookupNamespace,7,2,1
NamespaceManager:LookupType,15,2,1
EtoBinder:BindToType,6,2,1
EtoBinder:BindToType,8,3,2
DefaultNamespaceManager:DefaultNamespaceManager,5,1,0
TypeHelper:GetAssembly,7,1,1
TypeHelper:GetBaseType,7,1,1
TypeHelper:IsEnum,7,1,1
TypeHelper:GetGetMethod,7,1,1
TypeHelper:GetSetMethod,7,1,1
TypeHelper:GetCustomAttribute,3,1,2
TypeHelper:GetAddMethod,3,1,1
TypeHelper:GetRemoveMethod,3,1,1
TypeHelper:IsInstanceOfType,3,1,2
TypeHelper:IsAssignableFrom,3,1,2
TypeHelper:GetConstructor,3,1,2
DelegateConverter:WriteJson,3,1,3
DelegateConverter:ReadJson,21,5,4
DelegateConverter:CanConvert,3,1,1
DynamicLayoutConverter:CanConvert,3,1,1
DynamicLayoutConverter:ReadJson,68,8,4
DynamicLayoutConverter:WriteJson,3,1,3
FontConverter:WriteJson,3,1,3
FontConverter:ReadJson,91,10,4
FontConverter:CanConvert,3,1,1
ImageConverter:WriteJson,3,1,3
ImageConverter:ReadJson,9,2,4
ImageConverter:CanConvert,3,1,1
ListItemConverter:CanConvert,3,1,1
ListItemConverter:ReadJson,22,4,4
ListItemConverter:WriteJson,3,1,3
NameConverter:WriteJson,3,1,3
NameConverter:ReadJson,28,5,4
NameConverter:CanConvert,3,1,1
Info:SetValue,6,2,1
ValueProvider:SetValue,5,2,2
ValueProvider:GetValue,3,1,1
PropertyStoreConverter:WriteJson,3,1,3
PropertyStoreConverter:ReadJson,29,8,4
PropertyStoreConverter:CanConvert,3,1,1
StackLayoutConverter:CanConvert,3,1,1
StackLayoutConverter:ReadJson,32,4,4
StackLayoutConverter:WriteJson,3,1,3
TableLayoutConverter:CanConvert,3,1,1
TableLayoutConverter:ReadJson,77,9,4
TableLayoutConverter:WriteJson,3,1,3
TypeConverterConverter:WriteJson,2,1,3
TypeConverterConverter:ReadJson,33,6,4
TypeConverterConverter:GetConverter,12,3,2
TypeConverterConverter:CanConvert,3,1,1
