Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Moq.Sdk,CSharpMocked,C:\repos\Moq_moq\src\Sdk.Generator\CSharpMocked.cs,VisitAsync,The length of the statement  "                document.Project.ProjectReferences.Select(x => document.Project.Solution.GetProject(x.ProjectId).AssemblyName).Any(x => x == "Moq.Sdk"); " is 136.
Long Statement,Moq.Sdk,VisualBasicMocked,C:\repos\Moq_moq\src\Sdk.Generator\VisualBasicMocked.cs,VisitAsync,The length of the statement  "                document.Project.ProjectReferences.Select(x => document.Project.Solution.GetProject(x.ProjectId).AssemblyName).Any(x => x == "Moq.Sdk"); " is 136.
