Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,SAI-Editor,SAI_Editor.Classes,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Classes' SAI_Editor.Classes.Database,SAI_Editor.Classes.CList' SAI_Editor.Classes.CommentGenerator' SAI_Editor.Classes.SAIUserControlState' SAI_Editor.Classes.Database.SQLiteDatabase' SAI_Editor.Classes.Database.WorldDatabase
Cyclic Dependency,SAI-Editor,SAI_Editor.Classes.CustomControls,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Classes.CustomControls' SAI_Editor.Classes,SAI_Editor.Classes.CustomControls.CustomListView' SAI_Editor.Classes.CustomControls.SmartScriptListView' SAI_Editor.Classes.CList' SAI_Editor.Classes.CommentGenerator' SAI_Editor.Classes.SAIUserControlState
Cyclic Dependency,SAI-Editor,SAI_Editor.Classes.CustomControls,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Classes.CustomControls' SAI_Editor.Classes' SAI_Editor.Classes.Database' SAI_Editor.Classes,SAI_Editor.Classes.CustomControls.CustomListView' SAI_Editor.Classes.CustomControls.SmartScriptListView' SAI_Editor.Classes.CList' SAI_Editor.Classes.CommentGenerator' SAI_Editor.Classes.SAIUserControlState' SAI_Editor.Classes.Database.SQLiteDatabase' SAI_Editor.Classes.Database.WorldDatabase
Cyclic Dependency,SAI-Editor,SAI_Editor.Forms,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Forms' SAI_Editor.Forms.SearchForms,SAI_Editor.Forms.AboutForm' SAI_Editor.Forms.ConditionForm' SAI_Editor.Forms.RevertQueryForm' SAI_Editor.Forms.MainForm' SAI_Editor.Forms.SearchForms.MultiSelectForm<T>' SAI_Editor.Forms.SearchForms.SelectSmartScriptForm' SAI_Editor.Forms.SearchForms.SearchForEntryForm
Cyclic Dependency,SAI-Editor,SAI_Editor.Forms,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Forms' SAI_Editor' SAI_Editor.Forms.SearchForms,SAI_Editor.Forms.AboutForm' SAI_Editor.Forms.ConditionForm' SAI_Editor.Forms.RevertQueryForm' SAI_Editor.Forms.MainForm' SAI_Editor.UserControlSAI' SAI_Editor.Forms.SearchForms.MultiSelectForm<T>' SAI_Editor.Forms.SearchForms.SelectSmartScriptForm' SAI_Editor.Forms.SearchForms.SearchForEntryForm
Cyclic Dependency,SAI-Editor,SAI_Editor.Forms,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Forms' SAI_Editor.Forms.SearchForms' SAI_Editor' SAI_Editor.Forms.SearchForms,SAI_Editor.Forms.AboutForm' SAI_Editor.Forms.ConditionForm' SAI_Editor.Forms.RevertQueryForm' SAI_Editor.Forms.MainForm' SAI_Editor.Forms.SearchForms.MultiSelectForm<T>' SAI_Editor.Forms.SearchForms.SelectSmartScriptForm' SAI_Editor.Forms.SearchForms.SearchForEntryForm' SAI_Editor.UserControlSAI
Cyclic Dependency,SAI-Editor,SAI_Editor.Forms,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Forms' SAI_Editor' SAI_Editor.Forms.SearchForms' SAI_Editor' SAI_Editor.Forms.SearchForms,SAI_Editor.Forms.AboutForm' SAI_Editor.Forms.ConditionForm' SAI_Editor.Forms.RevertQueryForm' SAI_Editor.Forms.MainForm' SAI_Editor.UserControlSAI' SAI_Editor.Forms.SearchForms.MultiSelectForm<T>' SAI_Editor.Forms.SearchForms.SelectSmartScriptForm' SAI_Editor.Forms.SearchForms.SearchForEntryForm
Cyclic Dependency,SAI-Editor,SAI_Editor.Forms.SearchForms,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor.Forms.SearchForms' SAI_Editor,SAI_Editor.Forms.SearchForms.MultiSelectForm<T>' SAI_Editor.Forms.SearchForms.SelectSmartScriptForm' SAI_Editor.Forms.SearchForms.SearchForEntryForm' SAI_Editor.UserControlSAI
Cyclic Dependency,SAI-Editor,SAI_Editor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SAI_Editor' SAI_Editor.Forms,SAI_Editor.UserControlSAI' SAI_Editor.Forms.AboutForm' SAI_Editor.Forms.ConditionForm' SAI_Editor.Forms.RevertQueryForm' SAI_Editor.Forms.MainForm
Unstable Dependency,SAI-Editor,SAI_Editor.Classes.CustomControls,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SAI_Editor.Classes,SAI_Editor.Classes.CustomControls.CustomListViewItem' SAI_Editor.Classes.CustomControls.Constants
Unstable Dependency,SAI-Editor,SAI_Editor.Classes.Database,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SAI_Editor.Classes,SAI_Editor.Classes.Database.SAI_Editor_Manager' SAI_Editor.Classes.Database.CustomConverter' SAI_Editor.Classes.Database.EntryOrGuidAndSourceType
Unstable Dependency,SAI-Editor,SAI_Editor.Forms.SearchForms,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SAI_Editor' SAI_Editor.Forms,SAI_Editor.Forms.SearchForms.UserControlSAI' SAI_Editor.Forms.SearchForms.MainForm
Unstable Dependency,SAI-Editor,SAI_Editor,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SAI_Editor.Forms,SAI_Editor.MainForm' SAI_Editor.SqlOutputForm
God Component,SAI-Editor,SAI_Editor.Enumerators,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 57,SAI_Editor.Enumerators.FormState' SAI_Editor.Enumerators.WowExpansion' SAI_Editor.Enumerators.SaiEditorSizes' SAI_Editor.Enumerators.SourceTypes' SAI_Editor.Enumerators.ScriptTypeId' SAI_Editor.Enumerators.SmartEvent' SAI_Editor.Enumerators.SmartAction' SAI_Editor.Enumerators.SmartTarget' SAI_Editor.Enumerators.SmartReactState' SAI_Editor.Enumerators.SmartSourceType' SAI_Editor.Enumerators.SmartSummonType' SAI_Editor.Enumerators.SmartCastFlags' SAI_Editor.Enumerators.ReactState' SAI_Editor.Enumerators.SmartRespawnCondition' SAI_Editor.Enumerators.GoLootState' SAI_Editor.Enumerators.SmartAiTemplates' SAI_Editor.Enumerators.GoFlags' SAI_Editor.Enumerators.DynamicFlags' SAI_Editor.Enumerators.UnitStandStateType' SAI_Editor.Enumerators.UnitStandFlags' SAI_Editor.Enumerators.UnitBytes1_Flags' SAI_Editor.Enumerators.SmartEventFlags' SAI_Editor.Enumerators.UnitFlags' SAI_Editor.Enumerators.UnitFlags2' SAI_Editor.Enumerators.UnitState' SAI_Editor.Enumerators.NpcFlags' SAI_Editor.Enumerators.SmartPhaseMasks' SAI_Editor.Enumerators.PhaseMasks
Feature Concentration,SAI-Editor,SAI_Editor.Classes,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CList' SAIUserControlState' SmartScriptList' Constants]' [CommentGenerator' EntryOrGuidAndSourceType' SAI_Editor_Manager]' [CustomListViewItem]' [CustomConverter' ListViewColumnSorter]' [SecurityExtensions]' [ToolTipHelper]. LCC (Lack of Component Cohesion) = 0.5,SAI_Editor.Classes.CommentGenerator' SAI_Editor.Classes.EntryOrGuidAndSourceType' SAI_Editor.Classes.SAI_Editor_Manager' SAI_Editor.Classes.CustomConverter' SAI_Editor.Classes.ListViewColumnSorter' SAI_Editor.Classes.CustomListViewItem' SAI_Editor.Classes.SecurityExtensions' SAI_Editor.Classes.ToolTipHelper
