Method,LOC,CC,PC
IGAConnectionParameters:ToString,1,1,0
IGAConnectionParameters:Validate,1,1,0
IGAService:FetchData,1,1,1
IGAService:FetchHeadersOnly,1,1,1
IGAService:FetchData,1,1,12
GACommand:GACommand,4,1,1
GACommand:Cancel,3,1,0
GACommand:CreateParameter,3,1,0
GACommand:ExecuteReader,5,1,1
GACommand:Dispose,3,1,0
GADataParameterCollection:Add,3,1,1
GADataReader:GADataReader,5,1,1
GADataReader:GetFieldType,3,1,1
GADataReader:GetName,3,1,1
GADataReader:GetOrdinal,3,1,2
GADataReader:GetValue,3,1,1
GADataReader:Read,3,1,0
GADataReader:Dispose,2,1,0
GAConnection:BeginTransaction,3,1,0
GAConnection:Close,3,1,0
GAConnection:CreateCommand,3,1,0
GAConnection:Open,3,1,0
GAConnection:Dispose,4,1,0
GAConnection:SetConfiguration,3,1,1
GAOAuth2Parameters:GAOAuth2Parameters,2,1,1
GAOAuth2Parameters:GAOAuth2Parameters,16,4,1
GAOAuth2Parameters:ToString,3,1,0
GAOAuth2Parameters:Validate,8,1,0
GARequestParameters:GARequestParameters,2,1,1
GARequestParameters:GARequestParameters,14,1,1
GARequestParameters:ToString,3,1,0
GAService:GAService,3,1,3
GAService:GAService,3,1,4
GAService:GAService,9,3,1
GAService:FetchData,3,1,1
GAService:FetchHeadersOnly,3,1,1
GAService:FetchData,11,1,12
GAService:Authenticate,4,1,4
GAService:Authenticate,14,4,5
GAService:Authenticate,7,1,3
GAService:GetAnalyticsService,4,1,3
GAService:GetAnalyticsService,4,1,4
GAService:GetAnalyticsService,6,1,1
GAService:FetchData,3,1,2
