Implementation smell,Namespace,Class,File,Method,Description
Magic Number,ChratUnitTests.Resources,ItemDb,D:\research\architectureSmells\repos\chraft_c-raft\ChraftUnitTests\Resources\ItemDb.cs,ItemDb,The following statement contains a magic number: parts.Length < 2
Magic Number,ChratUnitTests.Resources,ItemDb,D:\research\architectureSmells\repos\chraft_c-raft\ChraftUnitTests\Resources\ItemDb.cs,ItemDb,The following statement contains a magic number: parts.Length < 3 || !short.TryParse(parts[2]' out durability)
Magic Number,ChratUnitTests.Resources,ItemDb,D:\research\architectureSmells\repos\chraft_c-raft\ChraftUnitTests\Resources\ItemDb.cs,ItemDb,The following statement contains a magic number: parts.Length < 3 || !short.TryParse(parts[2]' out durability)
