Implementation smell,Namespace,Class,File,Method,Description
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
Magic Number,ADODotNetAndMySQLTests,DBTests,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\SimpleIntroductions\Day8ADOExample\ADOExample\ADO.Net&MySQLTests\DBTests.cs,getModels,The following statement contains a magic number: return new List<SampleTable> () {  				new SampleTable () {  					Name = "Andrey Brown"'  					Height = 180'  					DateOfBirth = DateTime.Today.AddYears (-50)  				}'  				new SampleTable () {  					Name = "Carl Downing"'  					Height = 190'  					DateOfBirth = DateTime.Today.AddYears (-40)  				}'  				new SampleTable () {  					Name = "Elgar Frederick"'  					Height = 200'  					DateOfBirth = DateTime.Today.AddYears (-30)  				}'  				new SampleTable () {  					Name = "Georgye Hargreaves"'  					Height = 210'  					DateOfBirth = DateTime.Today.AddYears (-20)  				}'  				new SampleTable () {  					Name = "Ian James"'  					Height = 220'  					DateOfBirth = DateTime.Today.AddYears (-10)  				}  			};
