Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AppDomainEvents,Program,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\DetailedExamples\AppDomainEvents\AppDomainEvents\Program.cs,FindAndPrintAssembly,The length of the statement  "            var anAssembly = appDomain.GetAssemblies().Where(assembly => assembly.GetName().Name.Equals(assemblyName' StringComparison.InvariantCultureIgnoreCase)).FirstOrDefault(); " is 169.
Long Statement,AppDomainEvents,Program,D:\research\architectureSmells\repos\lukewickstead_DOT-NET-on-Linux\DetailedExamples\AppDomainEvents\AppDomainEvents\Program.cs,FindAndPrintAssembly,The length of the statement  "                Console.WriteLine("Found Assembly --> {0} (version:{1}) in {2}"' anAssembly.GetName().Name' anAssembly.GetName().Version' appDomain.FriendlyName); " is 146.
