Implementation smell,Namespace,Class,File,Method,Description
Long Statement,HtmlElements.Test.Factories,ByFactory,C:\repos\yandex-qatools_htmlelements-dotnet\HtmlElements-DotNet\HtmlElements-ProjectExample\Factories\ByFactory.cs,From,The length of the statement  "                    throw new UnsupportedIdentityTypeException(string.Format("Unable to locate an Identity using locateor type: {0}"' how)); " is 120.
Long Statement,HtmlElements.Test.Tests.Runner,RunnerListener,C:\repos\yandex-qatools_htmlelements-dotnet\HtmlElements-DotNet\HtmlElements-ProjectExample\Tests\Runner\Runner.cs,TestFinished,The length of the statement  "            _log.Info(string.Format("Test finished. ID: {0}; Assertions: {1}; Result: {2}"' result.Test.TestName.ToString()' result.AssertCount' state.ToString())); " is 152.
Magic Number,HtmlElements.Test.Tests,SampleTest,C:\repos\yandex-qatools_htmlelements-dotnet\HtmlElements-DotNet\HtmlElements-ProjectExample\Tests\SampleTest.cs,TestMethod1,The following statement contains a magic number: foreach (string key in keyphrases)              {                  IList<string> result = googleService.Search(key);                  Assert.AreEqual(10' result.Count' "Check number of results on page");              }
