Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
CommandHandler,0,1,1,0,1,7,1,4,0,0,1,1
DebugClient,8,8,1,0,5,90,21,0,0,0.81,4,6
DebugEvent,0,0,0,0,0,8,0,0,0,0,0,2
DebugRequest,0,0,0,0,0,8,0,0,0,0,0,5
IPacket,0,2,0,0,0,5,2,2,0,0,0,1
PacketEvent,6,4,5,0,4,66,4,0,1,0.71,1,4
PacketRequest,6,4,5,0,4,66,4,0,1,0.71,1,4
Program,0,1,0,0,0,11,1,0,0,0,4,0
BreakCommand,0,1,1,0,1,19,2,0,1,0,3,1
ExamineCommand,0,1,1,0,1,23,4,0,1,0,4,0
RegisterCommand,0,1,1,0,1,23,6,0,1,0,4,1
StepCommand,0,1,1,0,1,20,2,0,1,0,5,1
AddressingMode,0,0,0,0,0,12,0,0,0,0,0,2
IndirectOffset,2,1,2,0,1,20,1,0,0,0.5,1,2
Instruction,6,7,6,0,6,166,30,0,0,0.67,5,1
Opcode,0,0,0,0,0,42,0,0,0,0,0,1
Operand,2,1,0,2,1,27,1,0,0,0,3,1
Register,0,0,0,0,0,19,0,0,0,0,0,3
