Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AddonPropertyRules.Rules,Range,C:\repos\MarimerLLC_csla\Samples\NET\cs\RuleTutorial\AddonPropertyRules\Rules\Range.cs,Execute,The length of the statement  "        var minOutValue = string.IsNullOrEmpty(Format) ? Min.ToString() : string.Format(string.Format("{{0:{0}}}"' Format)' Min); " is 121.
Long Statement,AddonPropertyRules.Rules,Range,C:\repos\MarimerLLC_csla\Samples\NET\cs\RuleTutorial\AddonPropertyRules\Rules\Range.cs,Execute,The length of the statement  "        var maxOutValue = string.IsNullOrEmpty(Format) ? Max.ToString() : string.Format(string.Format("{{0:{0}}}"' Format)' Max); " is 121.
Magic Number,AddonPropertyRules,Program,C:\repos\MarimerLLC_csla\Samples\NET\cs\RuleTutorial\AddonPropertyRules\Program.cs,Main,The following statement contains a magic number: root.Num1 = 5;
Magic Number,AddonPropertyRules,Root,C:\repos\MarimerLLC_csla\Samples\NET\cs\RuleTutorial\AddonPropertyRules\Root.cs,AddBusinessRules,The following statement contains a magic number: BusinessRules.AddRule(new Range(Num1Property' 1' 10' "Num1 must be between 1 and 10 to be valid."));
