Implementation smell,Namespace,Class,File,Method,Description
Magic Number,DataAccess,OrderFactory,C:\repos\MarimerLLC_csla\Samples\NET\cs\CustomErrorHandling\DataAccess\OrderFactory.cs,Delete,The following statement contains a magic number: if (criteria.Value == 202)          throw new ServerOnlyException("This Exception is only available on the Server side");        else          throw new MyNonSerializableException("This exception is not serializable");
