Implementation smell,Namespace,Class,File,Method,Description
Long Statement,CompareFieldsRules.Rules,AnyRequired,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\RuleTutorial\CompareFieldsRules\Rules\AnyRequired.cs,Execute,The length of the statement  "          context.Results.Add(new RuleResult(this.RuleName' field.Key' string.Format(GetMessage()' fieldNames)) { Severity = this.Severity }); " is 132.
Long Statement,CompareFieldsRules.Rules,GreaterThan,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\RuleTutorial\CompareFieldsRules\Rules\GreaterThan.cs,Execute,The length of the statement  "        context.Results.Add(new RuleResult(this.RuleName' PrimaryProperty' string.Format(GetMessage()' PrimaryProperty.FriendlyName' CompareTo.FriendlyName)) { Severity = this.Severity }); " is 180.
Long Statement,CompareFieldsRules.Rules,GreaterThanOrEqual,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\RuleTutorial\CompareFieldsRules\Rules\GreaterThanOrEqual.cs,Execute,The length of the statement  "        context.Results.Add(new RuleResult(this.RuleName' PrimaryProperty' string.Format(GetMessage()' PrimaryProperty.FriendlyName' CompareTo.FriendlyName)) { Severity = this.Severity }); " is 180.
Long Statement,CompareFieldsRules.Rules,LessThan,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\RuleTutorial\CompareFieldsRules\Rules\LessThan.cs,Execute,The length of the statement  "        context.Results.Add(new RuleResult(this.RuleName' PrimaryProperty' string.Format(GetMessage()' PrimaryProperty.FriendlyName' CompareTo.FriendlyName)) { Severity = this.Severity }); " is 180.
Long Statement,CompareFieldsRules.Rules,LessThanOrEqual,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\RuleTutorial\CompareFieldsRules\Rules\LessThanOrEqual.cs,Execute,The length of the statement  "        context.Results.Add(new RuleResult(this.RuleName' PrimaryProperty' string.Format(GetMessage()' PrimaryProperty.FriendlyName' CompareTo.FriendlyName)) { Severity = this.Severity }); " is 180.
Magic Number,CompareFieldsRules,Program,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\RuleTutorial\CompareFieldsRules\Program.cs,Main,The following statement contains a magic number: root.Num2 = 55;
