Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ProjectTracker.Library.Admin,RoleEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\Admin\RoleEdit.cs,AddBusinessRules,The length of the statement  "      BusinessRules.AddRule(new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.WriteProperty' IdProperty' Security.Roles.Administrator)); " is 148.
Long Statement,ProjectTracker.Library.Admin,RoleEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\Admin\RoleEdit.cs,AddBusinessRules,The length of the statement  "      BusinessRules.AddRule(new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.WriteProperty' NameProperty' Security.Roles.Administrator)); " is 150.
Long Statement,Admin,RoleEditList,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\Admin\RoleEditList.cs,AddObjectAuthorizationRules,The length of the statement  "        Csla.Rules.BusinessRules.AddRule(typeof(RoleEditList)' new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.CreateObject' Security.Roles.Administrator)); " is 168.
Long Statement,Admin,RoleEditList,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\Admin\RoleEditList.cs,AddObjectAuthorizationRules,The length of the statement  "        Csla.Rules.BusinessRules.AddRule(typeof(RoleEditList)' new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.EditObject' Security.Roles.Administrator)); " is 166.
Long Statement,Admin,RoleEditList,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\Admin\RoleEditList.cs,AddObjectAuthorizationRules,The length of the statement  "        Csla.Rules.BusinessRules.AddRule(typeof(RoleEditList)' new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.DeleteObject' Security.Roles.Administrator)); " is 168.
Long Statement,ProjectTracker.Library,ProjectEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ProjectEdit.cs,AddObjectAuthorizationRules,The length of the statement  "        new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.DeleteObject' Security.Roles.ProjectManager' Security.Roles.Administrator)); " is 144.
Long Statement,ProjectTracker.Library,ResourceAssignmentEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ResourceAssignmentEdit.cs,AddBusinessRules,The length of the statement  "      BusinessRules.AddRule(new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.WriteProperty' RoleProperty' Security.Roles.ProjectManager)); " is 151.
Long Statement,ProjectTracker.Library,ResourceEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ResourceEdit.cs,AddBusinessRules,The length of the statement  "      BusinessRules.AddRule(new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.WriteProperty' LastNameProperty' Security.Roles.ProjectManager)); " is 155.
Long Statement,ProjectTracker.Library,ResourceEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ResourceEdit.cs,AddBusinessRules,The length of the statement  "      BusinessRules.AddRule(new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.WriteProperty' FirstNameProperty' Security.Roles.ProjectManager)); " is 156.
Long Statement,ProjectTracker.Library,ResourceEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ResourceEdit.cs,AddObjectAuthorizationRules,The length of the statement  "      Csla.Rules.BusinessRules.AddRule(typeof(ResourceEdit)' new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.CreateObject' Security.Roles.ProjectManager)); " is 169.
Long Statement,ProjectTracker.Library,ResourceEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ResourceEdit.cs,AddObjectAuthorizationRules,The length of the statement  "      Csla.Rules.BusinessRules.AddRule(typeof(ResourceEdit)' new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.EditObject' Security.Roles.ProjectManager)); " is 167.
Long Statement,ProjectTracker.Library,ResourceEdit,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ResourceEdit.cs,AddObjectAuthorizationRules,The length of the statement  "      Csla.Rules.BusinessRules.AddRule(typeof(ResourceEdit)' new Csla.Rules.CommonRules.IsInRole(Csla.Rules.AuthorizationActions.DeleteObject' Security.Roles.ProjectManager' Security.Roles.Administrator)); " is 199.
Complex Conditional,ProjectTracker.Library,StartDateGTEndDate,D:\research\architectureSmells\repos\MarimerLLC_csla\Samples\ProjectTracker\ProjectTracker.BusinessLibrary.Netstandard\ProjectEdit.cs,Execute,The conditional expression  "started.HasValue && ended.HasValue && started > ended || !started.HasValue && ended.HasValue"  is complex.
