Implementation smell,Namespace,Class,File,Method,Description
Complex Method,XsdDownloader,Program,C:\repos\modo-lv_XsdDownloader\XsdDownloader\Program.cs,Main,Cyclomatic complexity of the method is 12
Long Statement,XsdDownloader,Program,C:\repos\modo-lv_XsdDownloader\XsdDownloader\Program.cs,Main,The length of the statement  "		foreach (var element in doc.Descendants ().Where (e => e.Name.LocalName == "include" || e.Name.LocalName == "import")) { " is 120.
