Implementation smell,Namespace,Class,File,Method,Description
Long Statement,RoslynDom.Common,StringUtilities,C:\repos\KathleenDollard_RoslynDOM\RoslynDomUtilities\StringUtilities.cs,ReplaceFirst,The length of the statement  "         if (string.IsNullOrEmpty(replace)) throw new InvalidOperationException("Replace string cannot be null or an empty string"); " is 123.
Long Statement,RoslynDom.Common,StringUtilities,C:\repos\KathleenDollard_RoslynDOM\RoslynDomUtilities\StringUtilities.cs,ReplaceFirst,The length of the statement  "         if (replaceWith == null) throw new InvalidOperationException("Replace with string cannot be null. To remove first occurrence' use an empty string"); " is 148.
Magic Number,RoslynDom.Common,GeneralUtilities,C:\repos\KathleenDollard_RoslynDOM\RoslynDomUtilities\GeneralUtilities.cs,GetAllCombos,The following statement contains a magic number: for (int mask = 0; mask < setCount; mask++)              {                  var nestedList = new List<T>();                  for (int j = 0; j < listCount; j++)                  {                      // For large list in high perf code' precalculate bitmaps                      // Each position in the initial list maps to a bit here                      var pos = Convert.ToInt32(Math.Pow(2' j));                      if ((mask & pos) == pos) { nestedList.Add(initialList[j]); }                  }                  ret.Add(nestedList);              }
