Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ExchangeItemChangeEventArgs,0,2,2,0,2,44,2,0,0,0,1,7
IArgument,0,0,7,0,0,71,0,0,1,0,0,29
IByteStateConverter,0,2,0,0,0,25,2,0,0,0,1,0
ICategory,0,0,1,0,0,23,0,0,1,0,0,0
IAdaptedOutputFactory,0,2,0,0,0,34,2,7,1,0,3,6
IDescribable,0,0,2,0,0,24,0,6,0,0,0,3
DimensionBase,0,0,0,0,0,38,0,0,0,0,0,10
IDimension,0,1,0,0,0,24,1,1,0,0,1,4
IBaseExchangeItem,0,0,2,0,0,39,0,3,1,0,0,27
IIdentifiable,0,0,1,0,0,19,0,8,1,0,0,29
IBaseInput,0,0,2,0,0,22,0,3,2,0,0,22
IBaseLinkableComponent,0,5,5,0,0,258,5,5,2,0,1,8
IManageState,0,3,0,0,0,35,3,0,0,0,1,0
IBaseAdaptedOutput,0,2,2,0,0,59,2,1,1,0,0,14
IBaseOutput,0,5,3,0,0,91,5,3,2,0,3,23
IQuality,0,0,2,0,0,43,0,0,1,0,0,3
IQuantity,0,0,1,0,0,13,0,1,1,0,0,9
IUnit,0,0,3,0,0,24,0,1,1,0,0,2
IValueDefinition,0,0,2,0,0,25,0,2,1,0,0,16
IBaseValueSet,0,3,2,0,0,52,3,1,0,0,0,0
LinkableComponentStatusChangeEventArgs,0,1,4,0,1,43,1,0,0,0,0,2
LinkableComponentStatus,0,0,0,0,0,95,0,0,0,0,0,15
IBaseAdaptedOutputNew,0,2,2,0,0,43,2,3,1,0,0,1
IBaseExchangeItemNew,0,0,3,0,0,36,0,5,2,0,0,1
IBaseInputNew,0,0,1,0,0,10,0,2,3,0,0,1
IBaseOutputNew,0,5,3,0,0,82,5,1,3,0,3,0
IBaseValueSetNew,0,3,2,0,0,46,3,3,0,0,0,0
ITimeSpaceOutputNew,0,1,0,0,0,9,1,1,1,0,1,0
ITimeSpaceValueSetNew,0,6,1,0,0,43,6,0,1,0,0,0
ISpaceAdaptedOutput,0,0,0,0,0,3,0,0,2,0,0,0
ISpaceComponent,0,0,0,0,0,3,0,0,3,0,0,0
ISpaceExtension,0,0,1,0,0,10,0,3,0,0,0,0
ISpaceExchangeItemNew,0,0,1,0,0,10,0,2,3,0,0,0
ISpaceInput,0,0,0,0,0,3,0,0,4,0,0,0
ISpaceValueSet,0,2,1,0,0,23,2,0,1,0,0,0
ITimeAdaptedOutput,0,0,0,0,0,3,0,0,2,0,0,0
ITimeExchangeItemNew,0,0,1,0,0,10,0,2,3,0,0,0
ITimeInput,0,0,0,0,0,3,0,0,4,0,0,0
ITimeValueSet,0,2,1,0,0,23,2,0,1,0,0,0
ITimeSpaceAdaptedOutputNew,0,0,0,0,0,3,0,0,2,0,0,0
ITimeSpaceComponentNew,0,0,0,0,0,3,0,0,3,0,0,0
ITimeSpaceExchangeItemNew,0,0,0,0,0,3,0,2,3,0,0,0
ITimeSpaceInputNew,0,0,0,0,0,3,0,0,4,0,0,0
ITimeSpaceExtension,0,0,0,0,0,3,0,2,1,0,0,0
ElementType,0,0,0,0,0,26,0,0,0,0,0,23
IElementSet,0,9,3,0,0,146,9,7,1,0,1,39
ISpatialDefinition,0,0,3,0,0,56,0,5,1,0,0,1
ITime,0,0,2,0,0,25,0,3,0,0,0,19
ITimeExtension,0,0,1,0,0,15,0,4,0,0,0,0
ITimeSet,0,0,4,0,0,51,0,1,0,0,0,10
ITimeSpaceAdaptedOutput,0,0,0,0,0,16,0,6,2,0,0,16
ITimeSpaceComponent,0,0,0,0,0,10,0,3,3,0,0,12
ITimeSpaceExchangeItem,0,0,2,0,0,20,0,5,2,0,0,10
ITimeSpaceInput,0,0,1,0,0,21,0,5,3,0,0,35
ITimeSpaceOutput,0,1,1,0,0,32,1,6,3,0,1,47
ITimeSpaceValueSet,0,6,1,0,0,52,6,1,1,0,0,33
ISpaceOutput,0,1,0,0,0,9,1,1,4,0,1,0
ITimeComponent,0,0,0,0,0,3,0,0,3,0,0,0
ITimeOutput,0,1,0,0,0,9,1,1,4,0,1,0
