Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Akka(net452),Akka.Actor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor' Akka.Util,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket
Cyclic Dependency,Akka(net452),Akka.Actor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor' Akka.IO' Akka.Util,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket
Cyclic Dependency,Akka(net452),Akka.Actor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor' Akka.Routing' Akka.IO' Akka.Util,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Routing.BroadcastPool' Akka.Routing.ConsistentHashingRoutingLogic' Akka.Routing.ResizablePoolCell' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Routing.BroadcastPool' Akka.Routing.ConsistentHashingRoutingLogic' Akka.Routing.ResizablePoolCell' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket
Cyclic Dependency,Akka(net452),Akka.Actor,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor' Akka.Configuration' Akka.Routing' Akka.IO' Akka.Util,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Configuration.Config' Akka.Configuration.ConfigurationException' Akka.Routing.BroadcastPool' Akka.Routing.ConsistentHashingRoutingLogic' Akka.Routing.ResizablePoolCell' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket,Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Configuration.Config' Akka.Configuration.ConfigurationException' Akka.Routing.BroadcastPool' Akka.Routing.ConsistentHashingRoutingLogic' Akka.Routing.ResizablePoolCell' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket
Cyclic Dependency,Akka(net452),Akka.Actor.Internal,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor.Internal' Akka.Actor,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor
Cyclic Dependency,Akka(net452),Akka.Actor.Internal,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor.Internal' Akka.Event' Akka.Actor,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Event.ActorEventBus<TEvent'TClassifier>' Akka.Event.AddressTerminatedTopic' Akka.Event.DefaultLogger' Akka.Event.EventStreamUnsubscriber' Akka.Event.EventStreamUnsubscribersProvider' Akka.Event.LoggerMailboxType' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Event.ActorEventBus<TEvent'TClassifier>' Akka.Event.AddressTerminatedTopic' Akka.Event.DefaultLogger' Akka.Event.EventStreamUnsubscriber' Akka.Event.EventStreamUnsubscribersProvider' Akka.Event.LoggerMailboxType' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor
Cyclic Dependency,Akka(net452),Akka.Actor.Internal,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor.Internal' Akka.Actor' Akka.Util' Akka.Actor,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket
Cyclic Dependency,Akka(net452),Akka.Actor.Internal,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Actor.Internal' Akka.Actor' Akka.IO' Akka.Util' Akka.Actor,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket,Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor' Akka.IO.DnsBase' Akka.IO.Dns' Akka.IO.DnsExt' Akka.IO.SimpleDnsCache' Akka.IO.SimpleDnsManager' Akka.IO.TcpExt' Akka.IO.TcpConnection' Akka.IO.UdpConnectedManager' Akka.Util.ByteHelpers' Akka.Util.ISurrogate' Akka.Util.TokenBucket
Cyclic Dependency,Akka(net452),Akka.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Configuration' Akka.Configuration.Hocon,Akka.Configuration.Config' Akka.Configuration.ConfigurationException' Akka.Configuration.Hocon.AkkaConfigurationSection,Akka.Configuration.Config' Akka.Configuration.ConfigurationException' Akka.Configuration.Hocon.AkkaConfigurationSection
Cyclic Dependency,Akka(net452),Akka.Configuration,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Configuration' Akka.Actor.Internal' Akka.Actor,Akka.Configuration.Config' Akka.Configuration.ConfigurationException' Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor,Akka.Configuration.Config' Akka.Configuration.ConfigurationException' Akka.Actor.Internal.IChildrenContainer' Akka.Actor.Internal.ChildRestartStats' Akka.Actor.Internal.ActorSystemImpl' Akka.Actor.Internal.IInternalSupportsTestFSMRef' Akka.Actor.Internal.AbstractStash' Akka.Actor.IActorState' Akka.Actor.ActorBase' Akka.Actor.ActorCell' Akka.Actor.IActorRefScope' Akka.Actor.FutureActorRef' Akka.Actor.LocalActorRefProvider' Akka.Actor.CoordinatedShutdown' Akka.Actor.DeadLetterMessageQueue' Akka.Actor.FSM<TState'TData>' Akka.Actor.ReceiveActor
