Implementation smell,Namespace,Class,File,Method,Description
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,getMyCallbacks,The length of the statement  "	var jobNumParameter = jobNum != null ? new ObjectParameter ("jobNum"' jobNum) : new ObjectParameter ("jobNum"' typeof(string)); " is 127.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,getMyCallbacks,The length of the statement  "	var taskIdParameter = taskId != null ? new ObjectParameter ("taskId"' taskId) : new ObjectParameter ("taskId"' typeof(string)); " is 127.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,getMyCallbacks,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<callbackDTO> ("getMyCallbacks"' sIPParameter' jobNumParameter' taskIdParameter); " is 147.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertPlacedCall,The length of the statement  "	var agentIDParameter = agentID != null ? new ObjectParameter ("agentID"' agentID) : new ObjectParameter ("agentID"' typeof(string)); " is 132.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertPlacedCall,The length of the statement  "	var jobNumberParameter = jobNumber != null ? new ObjectParameter ("jobNumber"' jobNumber) : new ObjectParameter ("jobNumber"' typeof(string)); " is 142.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertPlacedCall,The length of the statement  "	var callerIDParameter = callerID != null ? new ObjectParameter ("callerID"' callerID) : new ObjectParameter ("callerID"' typeof(string)); " is 137.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertPlacedCall,The length of the statement  "	var eventDscrParameter = eventDscr != null ? new ObjectParameter ("eventDscr"' eventDscr) : new ObjectParameter ("eventDscr"' typeof(string)); " is 142.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertPlacedCall,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<Nullable<int>> ("InsertPlacedCall"' agentIDParameter' jobNumberParameter' callerIDParameter' eventDscrParameter); " is 180.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertSuccessfullCallback,The length of the statement  "	var agentIDParameter = agentID != null ? new ObjectParameter ("agentID"' agentID) : new ObjectParameter ("agentID"' typeof(string)); " is 132.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertSuccessfullCallback,The length of the statement  "	var callbackIDParameter = callbackID.HasValue ? new ObjectParameter ("callbackID"' callbackID) : new ObjectParameter ("callbackID"' typeof(int)); " is 145.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertSuccessfullCallback,The length of the statement  "	var eventDscrParameter = eventDscr != null ? new ObjectParameter ("eventDscr"' eventDscr) : new ObjectParameter ("eventDscr"' typeof(string)); " is 142.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,InsertSuccessfullCallback,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<Nullable<int>> ("InsertSuccessfullCallback"' agentIDParameter' callbackIDParameter' eventDscrParameter); " is 171.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,CloseCallback,The length of the statement  "	var callbackIDParameter = callbackID.HasValue ? new ObjectParameter ("callbackID"' callbackID) : new ObjectParameter ("callbackID"' typeof(int)); " is 145.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,CloseCallback,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<Nullable<int>> ("CloseCallback"' callbackIDParameter' sIPParameter); " is 135.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,GetMyPhoneLogicTasks,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<rptMyPhoneLogicTask> ("GetMyPhoneLogicTasks"' sIPParameter); " is 127.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,GetPhoneLogicTask,The length of the statement  "	var jobNumParameter = jobNum != null ? new ObjectParameter ("jobNum"' jobNum) : new ObjectParameter ("jobNum"' typeof(string)); " is 127.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,GetPhoneLogicTask,The length of the statement  "	var taskIDParameter = taskID.HasValue ? new ObjectParameter ("taskID"' taskID) : new ObjectParameter ("taskID"' typeof(int)); " is 125.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,GetPhoneLogicTask,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<PhoneLogicTaskDTO> ("GetPhoneLogicTask"' jobNumParameter' taskIDParameter); " is 142.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetJobCallActivity,The length of the statement  "	var startParameter = start.HasValue ? new ObjectParameter ("Start"' start) : new ObjectParameter ("Start"' typeof(System.DateTime)); " is 132.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetJobCallActivity,The length of the statement  "	var endParameter = end.HasValue ? new ObjectParameter ("End"' end) : new ObjectParameter ("End"' typeof(System.DateTime)); " is 122.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetJobCallActivity,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<rptGetJobCallActivityResult> ("rpt_GetJobCallActivity"' startParameter' endParameter); " is 153.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallLog,The length of the statement  "	var startDateParameter = startDate.HasValue ? new ObjectParameter ("startDate"' startDate) : new ObjectParameter ("startDate"' typeof(System.DateTime)); " is 152.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallLog,The length of the statement  "	var endDateParameter = endDate.HasValue ? new ObjectParameter ("endDate"' endDate) : new ObjectParameter ("endDate"' typeof(System.DateTime)); " is 142.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallLog,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<LyncCallLog> ("rpt_GetLyncCallLog"' startDateParameter' endDateParameter); " is 141.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetRecruiterLyncCallLog,The length of the statement  "	var startDateParameter = startDate.HasValue ? new ObjectParameter ("startDate"' startDate) : new ObjectParameter ("startDate"' typeof(System.DateTime)); " is 152.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetRecruiterLyncCallLog,The length of the statement  "	var endDateParameter = endDate.HasValue ? new ObjectParameter ("endDate"' endDate) : new ObjectParameter ("endDate"' typeof(System.DateTime)); " is 142.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetRecruiterLyncCallLog,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<LyncCallLog> ("rpt_GetRecruiterLyncCallLog"' sipParameter' startDateParameter' endDateParameter); " is 164.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallRecruiters,The length of the statement  "	var startDateParameter = startDate.HasValue ? new ObjectParameter ("startDate"' startDate) : new ObjectParameter ("startDate"' typeof(System.DateTime)); " is 152.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallRecruiters,The length of the statement  "	var endDateParameter = endDate.HasValue ? new ObjectParameter ("endDate"' endDate) : new ObjectParameter ("endDate"' typeof(System.DateTime)); " is 142.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallRecruiters,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<LyncCallRecruiter> ("rpt_GetLyncCallRecruiters"' startDateParameter' endDateParameter); " is 154.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallJobRecruiters,The length of the statement  "	var jobNumParameter = jobNum != null ? new ObjectParameter ("JobNum"' jobNum) : new ObjectParameter ("JobNum"' typeof(string)); " is 127.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallJobRecruiters,The length of the statement  "	var startDateParameter = startDate.HasValue ? new ObjectParameter ("startDate"' startDate) : new ObjectParameter ("startDate"' typeof(System.DateTime)); " is 152.
Long Statement,PhoneLogic.Repository,PhoneLogicEntities,C:\repos\FrankMedvedik_phoneroom\PhoneLogic.Repository\PhonelogicModel.Context.cs,rpt_GetLyncCallJobRecruiters,The length of the statement  "	var endDateParameter = endDate.HasValue ? new ObjectParameter ("endDate"' endDate) : new ObjectParameter ("endDate"' typeof(System.DateTime)); " is 142.
