Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Batch,0,2,10,0,2,96,33,0,0,0,0,1
BulkApiClient,2,20,3,0,13,201,36,0,0,0.7,7,0
CreateBatchRequest,0,0,4,0,0,27,0,1,0,0,0,1
CreateAttachmentBatchRequest,0,0,2,0,0,11,0,0,1,0,0,1
BatchContentType,0,0,0,0,0,5,0,0,0,0,0,0
CreateJobRequest,0,0,6,0,0,51,0,0,0,0,0,1
Job,0,1,21,0,1,160,61,0,0,0,0,1
JobOperation,0,0,0,0,0,9,0,0,0,0,0,0
JobContentType,0,0,0,0,0,6,0,0,0,0,0,0
Settings,1,0,2,0,0,20,0,0,0,0,0,0
SforceService,0,0,1,0,0,19,0,0,0,0,0,1
SessionHeader,1,0,1,0,0,20,0,0,0,0,0,0
ApiFault,2,0,2,0,0,39,0,6,0,0,1,0
ExceptionCode,0,0,0,0,0,271,0,0,0,0,0,1
UnexpectedErrorFault,0,0,0,0,0,9,0,0,1,0,0,0
InvalidIdFault,0,0,0,0,0,9,0,0,1,0,0,0
InvalidNewPasswordFault,0,0,0,0,0,9,0,0,1,0,0,0
InvalidQueryLocatorFault,0,0,0,0,0,9,0,0,1,0,0,0
LoginFault,0,0,0,0,0,9,0,0,1,0,0,0
ApiQueryFault,2,0,2,0,0,33,0,4,1,0,0,0
MalformedSearchFault,0,0,0,0,0,9,0,0,2,0,0,0
MalformedQueryFault,0,0,0,0,0,9,0,0,2,0,0,0
InvalidSObjectFault,0,0,0,0,0,9,0,0,2,0,0,0
InvalidFieldFault,0,0,0,0,0,9,0,0,2,0,0,0
SendEmailResult,2,0,2,0,0,30,0,0,0,0,1,0
SendEmailError,4,0,4,0,0,51,0,0,0,0,1,1
StatusCode,0,0,0,0,0,443,0,0,0,0,0,2
Email,7,0,7,0,0,88,0,2,0,0,1,0
EmailPriority,0,0,0,0,0,17,0,0,0,0,0,1
SingleEmailMessage,14,0,14,0,0,163,0,0,1,0,1,0
EmailFileAttachment,5,0,5,0,0,62,0,0,0,0,0,1
MassEmailMessage,4,0,4,0,0,52,0,0,1,0,0,0
LeadConvertResult,6,0,6,0,0,74,0,0,0,0,1,0
Error,3,0,3,0,0,40,0,0,0,0,1,11
LeadConvert,9,0,9,0,0,103,0,0,0,0,0,0
EmptyRecycleBinResult,3,0,3,0,0,41,0,0,0,0,1,0
UndeleteResult,3,0,3,0,0,41,0,0,0,0,1,0
DeleteResult,3,0,3,0,0,41,0,0,0,0,1,0
ProcessResult,7,0,7,0,0,85,0,0,0,0,1,0
DescribeQuickActionDefaultValue,2,0,2,0,0,30,0,0,0,0,0,1
DescribeQuickActionResult,19,0,19,0,0,215,0,0,0,0,5,0
ShareAccessLevel,0,0,0,0,0,13,0,0,0,0,0,3
DescribeColor,3,0,3,0,0,39,0,0,0,0,0,5
DescribeIcon,5,0,5,0,0,61,0,0,0,0,0,6
DescribeLayoutSection,7,0,7,0,0,81,0,0,0,0,2,2
DescribeLayoutRow,2,0,2,0,0,30,0,0,0,0,1,1
DescribeLayoutItem,6,0,6,0,0,71,0,0,0,0,1,4
DescribeLayoutComponent,4,0,4,0,0,53,0,3,0,0,1,2
layoutComponentType,0,0,0,0,0,27,0,0,0,0,0,1
CustomLinkComponent,1,0,1,0,0,19,0,0,1,0,1,0
DescribeLayoutButton,24,0,24,0,0,271,0,0,0,0,4,3
WebLinkWindowType,0,0,0,0,0,17,0,0,0,0,0,1
WebLinkType,0,0,0,0,0,17,0,0,0,0,0,1
WebLinkPosition,0,0,0,0,0,13,0,0,0,0,0,1
ReportChartComponent,7,0,7,0,0,79,0,0,1,0,1,0
ReportChartSize,0,0,0,0,0,13,0,0,0,0,0,1
FieldLayoutComponent,2,0,2,0,0,30,0,0,1,0,2,0
fieldType,0,0,0,0,0,55,0,0,0,0,0,2
TabOrderType,0,0,0,0,0,11,0,0,0,0,0,1
DescribeAvailableQuickActionResult,3,0,3,0,0,39,0,0,0,0,0,0
PerformQuickActionRequest,3,0,3,0,0,41,0,0,0,0,1,0
sObject,2,0,2,0,0,255,0,224,0,0,0,5
WebLink,42,0,42,0,0,471,0,0,1,0,1,0
