Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Xoqal.Services,CrudService<TModel;TCriteria>,C:\repos\AmirKarimi_Xoqal\Source\Xoqal.Services\CrudService{TModel,TCriteria}.cs,Remove,The following statement contains a magic number: try              {                  this.Repository.Remove(model);                  this.UnitOfWork.Commit();              }              catch (Exception ex)              {                  var innerException = ex.InnerException.InnerException as SqlException;                  if (innerException != null && innerException.Number == 547)                  {                      this.unitOfWork.RollBack();                  }                    throw;              }
Magic Number,Xoqal.Services,CrudService<TModel;TCriteria>,C:\repos\AmirKarimi_Xoqal\Source\Xoqal.Services\CrudService{TModel,TCriteria}.cs,Remove,The following statement contains a magic number: try              {                  foreach (var model in models)                  {                      this.Repository.Remove(model);                  }                    this.UnitOfWork.Commit();              }              catch (Exception ex)              {                  var innerException = ex.InnerException.InnerException as SqlException;                  if (innerException != null && innerException.Number == 547)                  {                      this.unitOfWork.RollBack();                  }                    throw;              }
