Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Caliburn.Micro,PhoneContainer,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\PhoneContainer.cs,RegisterPhoneServices,Cyclomatic complexity of the method is 10
Long Parameter List,Caliburn.Micro,StorageCoordinator,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageCoordinator.cs,StorageCoordinator,The method has 6 parameters.
Long Parameter List,Caliburn.Micro,StorageCoordinator,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageCoordinator.cs,Save,The method has 6 parameters.
Long Parameter List,Caliburn.Micro,StorageHandler,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageHandler.cs,EntireGraph,The method has 10 parameters.
Long Parameter List,Caliburn.Micro,StorageHandler,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageHandler.cs,Property,The method has 8 parameters.
Long Parameter List,Caliburn.Micro,StorageHandler,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageHandler.cs,Child,The method has 8 parameters.
Long Parameter List,Caliburn.Micro,StorageInstructionExtensions,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageInstructionExtensions.cs,RestoreAfterActivation,The method has 7 parameters.
Long Parameter List,Caliburn.Micro,StorageInstructionExtensions,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageInstructionExtensions.cs,RestoreAfterViewLoad,The method has 9 parameters.
Long Parameter List,Caliburn.Micro,StorageInstructionExtensions,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageInstructionExtensions.cs,RestoreAfterViewReady,The method has 9 parameters.
Long Parameter List,Caliburn.Micro,StorageInstructionExtensions,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\StorageInstructionExtensions.cs,ActiveItemIndex,The method has 8 parameters.
Long Parameter List,Caliburn.Micro,WindowManagerExtensions,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\WindowManagerExtensions.cs,ShowDialogWithFeedback,The method has 5 parameters.
Long Statement,Caliburn.Micro,UriBuilder,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\UriBuilder.cs,BuildUri,The length of the statement  "		throw new InvalidOperationException (string.Format ("No view was found for {0}. See the log for searched views."' typeof(TViewModel).FullName)); " is 144.
Long Statement,Caliburn.Micro,UriBuilder,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\UriBuilder.cs,BuildQueryString,The length of the statement  "	var result = queryString.Aggregate ("?"' (current' pair) => current + (pair.Key + "=" + Uri.EscapeDataString (pair.Value) + "&")); " is 130.
Magic Number,Caliburn.Micro,TaskController,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\TaskController.cs,OnTaskComplete,The following statement contains a magic number: if (isResurrecting) {  	ThreadPool.QueueUserWorkItem (state =>  {  		Thread.Sleep (500);  		Execute.OnUIThread (() =>  {  			events.Publish (message);  			isResurrecting = false;  		});  	});  }  else {  	continueWithMessage = message;  }  
Magic Number,Caliburn.Micro,TaskController,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\TaskController.cs,OnTaskComplete,The following statement contains a magic number: ThreadPool.QueueUserWorkItem (state =>  {  	Thread.Sleep (500);  	Execute.OnUIThread (() =>  {  		events.Publish (message);  		isResurrecting = false;  	});  });  
Magic Number,Caliburn.Micro,TaskController,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\TaskController.cs,OnTaskComplete,The following statement contains a magic number: Thread.Sleep (500);  
Magic Number,Caliburn.Micro,WindowManagerExtensions,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\WindowManagerExtensions.cs,ShowDialogWithFeedback,The following statement contains a magic number: if (vibrate) {  	IoC.Get<IVibrateController> ().Start (TimeSpan.FromMilliseconds (200));  }  
Magic Number,Caliburn.Micro,WindowManagerExtensions,C:\repos\DrNorton_RedmineClient\Caliburn\Caliburn.Micro.WP8.Extensions\..\Caliburn.Micro.WP71.Extensions\WindowManagerExtensions.cs,ShowDialogWithFeedback,The following statement contains a magic number: IoC.Get<IVibrateController> ().Start (TimeSpan.FromMilliseconds (200));  
