Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
InvalidPostTransitProcessorException,0,2,0,0,2,22,2,0,1,0,0,1
InvalidTransitionDefinitionException,0,2,0,0,2,22,2,0,1,0,0,2
PostTransitProcessor,0,1,1,0,1,33,2,0,0,0,1,2
PostTransitProcessorAttribute,0,0,0,0,0,4,0,0,0,0,0,1
TransitionCardinalityMismatchException,0,1,0,0,1,17,1,0,1,0,0,0
TransitionNotFoundException,0,1,0,0,1,14,1,0,1,0,0,0
WorkflowDefinitionException,0,2,0,0,2,22,2,0,1,0,0,1
WorkflowTransitionPostProcessor,0,2,0,0,1,9,2,0,0,0,1,0
WorkflowTransitionManager,3,4,1,0,0,138,22,0,0,0,10,1
WorkflowTransitionType,0,0,0,0,0,7,0,0,0,0,0,1
WorkflowDefinition,0,0,0,0,0,3,0,0,0,0,0,3
WorkflowDefinitionExtension,0,2,0,0,2,25,2,0,0,0,2,0
WorkflowTransition,1,2,5,0,2,94,4,0,0,1,3,1
WorkflowTransitionAttribute,0,2,4,0,2,53,2,0,0,0,0,1
ProcessInstance,1,2,5,0,2,59,2,0,0,1,2,8
TransitionHelper,0,2,0,0,2,51,2,0,0,0,3,1
WorkflowCompletedState,0,1,0,0,0,6,1,0,1,0,0,1
WorkflowStartState,0,1,0,0,0,6,1,0,1,0,0,1
WorkflowState,4,4,1,3,4,70,5,2,0,0,4,3
WorkflowStateAttribute,0,0,0,0,0,6,0,0,0,0,0,1
WorkflowTransitionException,0,2,0,0,2,22,2,0,1,0,0,1
ExecutionService,0,2,0,0,1,49,7,0,1,0,5,0
IExecutionService,0,1,0,0,0,12,1,1,1,0,1,1
IRepositoryService,0,4,0,0,0,7,4,1,1,0,0,1
IWorkflowService,0,0,1,0,0,7,0,3,0,0,0,0
RepositoryService,0,4,0,0,4,19,4,0,2,0,1,0
WorkflowServiceBase,0,0,1,0,0,7,0,2,1,0,0,0
WorkflowContext,1,2,0,0,2,26,2,0,0,0,0,0
WorkflowException,0,2,0,0,2,22,2,7,0,0,0,0
WorkflowExecutionException,0,2,0,0,2,22,2,0,1,0,0,1
WorkflowRuntime,2,1,2,0,1,42,1,0,0,1,2,0
