Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Utility.CreateCobieConfiguration,Program,D:\newReposJune17\xBimTeam_XbimEssentials\Utility.CreateCobieConfiguration\Program.cs,Main,Cyclomatic complexity of the method is 11
Long Statement,Utility.CreateCobieConfiguration,Program,D:\newReposJune17\xBimTeam_XbimEssentials\Utility.CreateCobieConfiguration\Program.cs,Main,The length of the statement  "		var expProps = expType.Properties.Where (p => p.Value.IsExplicit && p.Value.EnumerableType != null && instProps.Any (i => i.Name == p.Value.Name)).Select (kv => kv.Value).ToList (); " is 181.
Long Statement,Utility.CreateCobieConfiguration,Program,D:\newReposJune17\xBimTeam_XbimEssentials\Utility.CreateCobieConfiguration\Program.cs,Main,The length of the statement  "		var invExpProp = invExpType.Properties.FirstOrDefault (p => p.Value.Name == expProp.InverseAttributeProperty.RemoteProperty).Value; " is 131.
