Implementation smell,Namespace,Class,File,Method,Description
Long Method,XR.Baboon,MainWindow,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\MainWindow.cs,OpenSourceFile,The method has 69 lines of code.
Long Method,XR.Baboon,MainWindow,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\MainWindow.cs,Build,The method has 70 lines of code.
Long Method,XR.Baboon,RemapSourceFoldersDialog,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\RemapSourceFoldersDialog.cs,Build,The method has 97 lines of code.
Long Method,XR.Baboon,AssemblyItem,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\gtk-gui\XR.Baboon.AssemblyItem.cs,Build,The method has 60 lines of code.
Long Method,XR.Baboon,FindSourceFileDialog,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\FindSourceFileDialog.cs,Build,The method has 101 lines of code.
Complex Method,XR.Baboon,MainWindow,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\MainWindow.cs,OnRemapAssemblySource,Cyclomatic complexity of the method is 9
Long Parameter List,XR.Baboon,CodeRecordCellRenderFuncs,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\CodeRecordCellRenderFuncs.cs,RenderName,The method has 4 parameters.
Long Parameter List,XR.Baboon,CodeRecordCellRenderFuncs,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\CodeRecordCellRenderFuncs.cs,RenderCoverage,The method has 4 parameters.
Long Statement,XR.Baboon,MainWindow,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\MainWindow.cs,OpenSourceFile,The length of the statement  "		var fc = new FileChooserDialog ("Locate source file " + origfile' this' FileChooserAction.SelectFolder' "Cancel"' ResponseType.Cancel' "Select"' ResponseType.Apply); " is 165.
Long Statement,XR.Baboon,MainWindow,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\MainWindow.cs,OpenCoverageFile,The length of the statement  "	var fb = new FileChooserDialog ("Load a coverage file"' this' FileChooserAction.Open' "Cancel"' ResponseType.Cancel' "Open"' ResponseType.Accept); " is 146.
Long Statement,XR.Baboon,MainWindow,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\MainWindow.cs,Build,The length of the statement  "	this.remapSourcePaths = new global::Gtk.Action ("remapSourcePaths"' global::Mono.Unix.Catalog.GetString ("Set Source Paths")' null' "gtk-preferences"); " is 151.
Long Statement,XR.Baboon,MainWindow,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\MainWindow.cs,Build,The length of the statement  "	this.UIManager.AddUiFromString ("<ui><toolbar name='toolbar1'><toolitem name='openAction' action='openAction'/><toolitem name='remapSourcePaths' action='remapSourcePaths'/></toolbar></ui>"); " is 190.
Long Statement,XR.Baboon,RemapSourceFoldersDialog,D:\newReposJune17\inorton_XR.Baboon\cov-gtk\RemapSourceFoldersDialog.cs,Build,The length of the statement  "	this.label1.LabelProp = global::Mono.Unix.Catalog.GetString ("Re-map source paths for each Assembly in the coverage file."); " is 124.
