Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Algo,StockSharp.Algo,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo' StockSharp.Algo.Storages,StockSharp.Algo.AssociatedSecurityAdapter' StockSharp.Algo.CollectionSecurityProvider' StockSharp.Algo.SecurityMappingMessageAdapter' StockSharp.Algo.OfflineMessageAdapter' StockSharp.Algo.Connector' StockSharp.Algo.TraderHelper' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>
Cyclic Dependency,Algo,StockSharp.Algo,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo' StockSharp.Algo.Candles' StockSharp.Algo.Storages,StockSharp.Algo.AssociatedSecurityAdapter' StockSharp.Algo.CollectionSecurityProvider' StockSharp.Algo.SecurityMappingMessageAdapter' StockSharp.Algo.OfflineMessageAdapter' StockSharp.Algo.Connector' StockSharp.Algo.TraderHelper' StockSharp.Algo.Candles.CandleSourceEnumerator<TSource'TValue>' StockSharp.Algo.Candles.CandleManagerContainer' StockSharp.Algo.Candles.SeriesInfo' StockSharp.Algo.Candles.CandleHelper' StockSharp.Algo.Candles.CandleMessageEnumerator' StockSharp.Algo.Candles.IndexSecurityCandleManagerSource' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>
Cyclic Dependency,Algo,StockSharp.Algo,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo' StockSharp.Algo.Storages' StockSharp.Algo.Candles' StockSharp.Algo.Storages,StockSharp.Algo.AssociatedSecurityAdapter' StockSharp.Algo.CollectionSecurityProvider' StockSharp.Algo.SecurityMappingMessageAdapter' StockSharp.Algo.OfflineMessageAdapter' StockSharp.Algo.Connector' StockSharp.Algo.TraderHelper' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>' StockSharp.Algo.Candles.CandleSourceEnumerator<TSource'TValue>' StockSharp.Algo.Candles.CandleManagerContainer' StockSharp.Algo.Candles.SeriesInfo' StockSharp.Algo.Candles.CandleHelper' StockSharp.Algo.Candles.CandleMessageEnumerator' StockSharp.Algo.Candles.IndexSecurityCandleManagerSource
Cyclic Dependency,Algo,StockSharp.Algo,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo' StockSharp.Algo.Candles' StockSharp.Algo.Storages' StockSharp.Algo.Candles' StockSharp.Algo.Storages,StockSharp.Algo.AssociatedSecurityAdapter' StockSharp.Algo.CollectionSecurityProvider' StockSharp.Algo.SecurityMappingMessageAdapter' StockSharp.Algo.OfflineMessageAdapter' StockSharp.Algo.Connector' StockSharp.Algo.TraderHelper' StockSharp.Algo.Candles.CandleSourceEnumerator<TSource'TValue>' StockSharp.Algo.Candles.CandleManagerContainer' StockSharp.Algo.Candles.SeriesInfo' StockSharp.Algo.Candles.CandleHelper' StockSharp.Algo.Candles.CandleMessageEnumerator' StockSharp.Algo.Candles.IndexSecurityCandleManagerSource' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>
Cyclic Dependency,Algo,StockSharp.Algo.Candles.Compression,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo.Candles.Compression' StockSharp.Algo.Candles' StockSharp.Algo.Storages,StockSharp.Algo.Candles.Compression.CandleBuilderMessageAdapter' StockSharp.Algo.Candles.CandleSourceEnumerator<TSource'TValue>' StockSharp.Algo.Candles.CandleManagerContainer' StockSharp.Algo.Candles.SeriesInfo' StockSharp.Algo.Candles.CandleHelper' StockSharp.Algo.Candles.CandleMessageEnumerator' StockSharp.Algo.Candles.IndexSecurityCandleManagerSource' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>
Cyclic Dependency,Algo,StockSharp.Algo.Candles.Compression,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo.Candles.Compression' StockSharp.Algo.Candles' StockSharp.Algo' StockSharp.Algo.Storages,StockSharp.Algo.Candles.Compression.CandleBuilderMessageAdapter' StockSharp.Algo.Candles.CandleSourceEnumerator<TSource'TValue>' StockSharp.Algo.Candles.CandleManagerContainer' StockSharp.Algo.Candles.SeriesInfo' StockSharp.Algo.Candles.CandleHelper' StockSharp.Algo.Candles.CandleMessageEnumerator' StockSharp.Algo.Candles.IndexSecurityCandleManagerSource' StockSharp.Algo.AssociatedSecurityAdapter' StockSharp.Algo.CollectionSecurityProvider' StockSharp.Algo.SecurityMappingMessageAdapter' StockSharp.Algo.OfflineMessageAdapter' StockSharp.Algo.Connector' StockSharp.Algo.TraderHelper' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>
Cyclic Dependency,Algo,StockSharp.Algo.Candles.Compression,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo.Candles.Compression' StockSharp.Algo.Candles' StockSharp.Algo.Storages' StockSharp.Algo' StockSharp.Algo.Storages,StockSharp.Algo.Candles.Compression.CandleBuilderMessageAdapter' StockSharp.Algo.Candles.CandleSourceEnumerator<TSource'TValue>' StockSharp.Algo.Candles.CandleManagerContainer' StockSharp.Algo.Candles.SeriesInfo' StockSharp.Algo.Candles.CandleHelper' StockSharp.Algo.Candles.CandleMessageEnumerator' StockSharp.Algo.Candles.IndexSecurityCandleManagerSource' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>' StockSharp.Algo.AssociatedSecurityAdapter' StockSharp.Algo.CollectionSecurityProvider' StockSharp.Algo.SecurityMappingMessageAdapter' StockSharp.Algo.OfflineMessageAdapter' StockSharp.Algo.Connector' StockSharp.Algo.TraderHelper
Cyclic Dependency,Algo,StockSharp.Algo.Export.Database,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo.Export.Database' StockSharp.Algo.Export.Database.DbProviders' StockSharp.Algo.Export,StockSharp.Algo.Export.Database.CandleTable' StockSharp.Algo.Export.Database.IndicatorValueTable' StockSharp.Algo.Export.Database.MarketDepthQuoteTable' StockSharp.Algo.Export.Database.DbProviders.BaseDbProvider' StockSharp.Algo.Export.IndicatorValue' StockSharp.Algo.Export.BaseExporter' StockSharp.Algo.Export.StockSharpExporter' StockSharp.Algo.Export.DatabaseExporter
Cyclic Dependency,Algo,StockSharp.Algo.Candles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo.Candles' StockSharp.Algo.Storages,StockSharp.Algo.Candles.CandleSourceEnumerator<TSource'TValue>' StockSharp.Algo.Candles.CandleManagerContainer' StockSharp.Algo.Candles.SeriesInfo' StockSharp.Algo.Candles.CandleHelper' StockSharp.Algo.Candles.CandleMessageEnumerator' StockSharp.Algo.Candles.IndexSecurityCandleManagerSource' StockSharp.Algo.Storages.ISecurityMappingStorage' StockSharp.Algo.Storages.IExchangeInfoProvider' StockSharp.Algo.Storages.BufferMessageAdapter' StockSharp.Algo.Storages.CachedBasketMarketDataStorage<T>' StockSharp.Algo.Storages.CandleStorage<TCandleMessage'TCandle>
Cyclic Dependency,Algo,StockSharp.Algo.Testing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StockSharp.Algo.Testing' StockSharp.Algo,StockSharp.Algo.Testing.ClearingMessage' StockSharp.Algo.Testing.HistoryMessageAdapter' StockSharp.Algo.Testing.MarketEmulator' StockSharp.Algo.Testing.SecurityMarketEmulator' StockSharp.Algo.AssociatedSecurityAdapter' StockSharp.Algo.CollectionSecurityProvider' StockSharp.Algo.SecurityMappingMessageAdapter' StockSharp.Algo.OfflineMessageAdapter' StockSharp.Algo.Connector' StockSharp.Algo.TraderHelper
