Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SampleIQFeed,App,C:\repos\stocksharp_stocksharp\Samples\IQFeed\SampleIQFeed\App.xaml.cs,InitializeComponent,The length of the statement  "            this.DispatcherUnhandledException += new System.Windows.Threading.DispatcherUnhandledExceptionEventHandler(this.ApplicationDispatcherUnhandledException); " is 153.
Long Statement,SampleIQFeed,HistoryCandlesWindow,C:\repos\stocksharp_stocksharp\Samples\IQFeed\SampleIQFeed\HistoryCandlesWindow.xaml.cs,ButtonBase_OnClick,The length of the statement  "			var messages = MainWindow.Instance.Trader.GetHistoricalCandles(_security' typeof(TimeFrameCandle)' (TimeSpan)TimeFramePicker.SelectedValue' (DateTime)DateFromPicker.Value' (DateTime)DateToPicker.Value' out var _); " is 213.
Long Statement,SampleIQFeed,MainWindow,C:\repos\stocksharp_stocksharp\Samples\IQFeed\SampleIQFeed\MainWindow.xaml.cs,ConnectClick,The length of the statement  "					this.GuiAsync(() => MessageBox.Show(this' error.ToString()' LocalizedStrings.Str2956Params.Put(msg.DataType' security))); " is 121.
Magic Number,SampleIQFeed,HistoryCandlesWindow,C:\repos\stocksharp_stocksharp\Samples\IQFeed\SampleIQFeed\HistoryCandlesWindow.xaml.cs,HistoryCandlesWindow,The following statement contains a magic number: DateFromPicker.Value = DateTime.Today.AddDays(-7);
Magic Number,SampleIQFeed,HistoryLevel1Window,C:\repos\stocksharp_stocksharp\Samples\IQFeed\SampleIQFeed\HistoryLevel1Window.xaml.cs,HistoryLevel1Window,The following statement contains a magic number: DatePicker.Value = DateTime.Today.AddDays(-7);
